Almeria2023 PG3-SARAH3,Almeria2023 PG3-ERA5,Almeria2023 RN-MERRA2,Almeria2023 PV-MEAS
0.0036,0.0,0.0,0.003188678200657367
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.02253,0.041,0.034962766053391055
0.15089,0.16993,0.246,0.19411452696608947
0.38342000000000004,0.37024,0.446,0.44061034451659453
0.56887,0.5779299999999999,0.591,0.6311203553391054
0.71934,0.7364400000000001,0.672,0.7936893112674362
0.8071900000000001,0.81347,0.702,0.8693520021645021
0.8544400000000001,0.8232,0.713,0.8819200186387687
0.81902,0.77706,0.649,0.7911800294612794
0.68413,0.67401,0.491,0.6965071097883598
0.5863700000000001,0.51447,0.448,0.537968036014911
0.39023,0.307,0.306,0.31261198292448295
0.16297999999999999,0.08498,0.104,0.09594563642376142
0.00352,0.0,0.0,0.0039000628807920475
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.02255,0.024,0.0318332221019721
0.12771,0.21819,0.117,0.21019025823713325
0.34796,0.44129,0.284,0.423470193001443
0.5409400000000001,0.60211,0.425,0.6251397907647908
0.68684,0.7221599999999999,0.541,0.7149354407166907
0.67591,0.7879299999999999,0.644,0.495284880050505
0.73156,0.80161,0.596,0.5514922288359788
0.80012,0.73251,0.481,0.7930020066738817
0.65232,0.62298,0.472,0.716631531084656
0.49947,0.49713,0.442,0.5164094441438192
0.39039999999999997,0.27857,0.236,0.3060224642255892
0.15114,0.0757,0.051,0.08634552343875261
0.004,0.0,0.0,0.0035859359968734967
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.027280000000000002,0.048,0.032285327481160815
0.15674000000000002,0.22141999999999998,0.228,0.2055812965969216
0.39114,0.43363,0.377,0.34997200426887926
0.49347,0.58362,0.524,0.5829712677368928
0.69169,0.6629299999999999,0.625,0.6268785323472823
0.80129,0.7417,0.705,0.7904517646705147
0.85122,0.75783,0.736,0.8553729256854257
0.81484,0.7020299999999999,0.695,0.7117589586339587
0.5452899999999999,0.65954,0.609,0.5523307855339106
0.55164,0.50756,0.477,0.5185457626863876
0.38876,0.30267,0.301,0.31130219606782106
0.16468,0.08439,0.103,0.08108309809403558
0.00462,0.0,0.0,0.0038760597041847043
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00035999999999999997,0.03068,0.054,0.03688352347883598
0.13819,0.19504,0.265,0.18578887836700336
0.36716000000000004,0.40032999999999996,0.482,0.398766121031746
0.5892999999999999,0.60777,0.637,0.6658457717051467
0.73039,0.62864,0.738,0.8006440897065897
0.82049,0.7233099999999999,0.787,0.8794492544492545
0.8813,0.6911799999999999,0.788,0.9016222492784993
0.59311,0.73926,0.746,0.8487441378066378
0.30332,0.6126900000000001,0.657,0.6942238606301107
0.5285599999999999,0.50912,0.517,0.556117536976912
0.40714,0.30894,0.328,0.3316511468855219
0.17446,0.08846,0.114,0.10677318196849447
0.00594,0.0,0.0,0.005023300464967131
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00010771454625621292
0.0008900000000000001,0.03413,0.065,0.056453106711960875
0.16997,0.25101,0.285,0.26408429533429534
0.39804,0.47235000000000005,0.484,0.49235415915103414
0.60005,0.64998,0.632,0.688515361952862
0.7493,0.77701,0.728,0.8201828553391053
0.84029,0.84608,0.777,0.8843043530543531
0.8985700000000001,0.8599199999999999,0.781,0.8982759139009139
0.8504700000000001,0.81212,0.739,0.8478723244348244
0.75547,0.70547,0.651,0.7254471801346801
0.6093999999999999,0.5401,0.513,0.545314191017316
0.41269,0.32250999999999996,0.324,0.30023204515392016
0.16513999999999998,0.09265000000000001,0.108,0.1088919702982203
0.00718,0.0,0.0,0.006118066077441078
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00019640978234728234
0.00183,0.0324,0.049,0.047625324675324675
0.16791999999999999,0.21264,0.233,0.2256399561087061
0.40073000000000003,0.45035000000000003,0.41,0.4540986501924002
0.60734,0.6103200000000001,0.519,0.6409414081289081
0.76132,0.7689900000000001,0.562,0.7699333363395864
0.85854,0.84196,0.62,0.8141064664502164
0.9026799999999999,0.84569,0.655,0.8354020111832612
0.8553,0.80049,0.632,0.746472349987975
0.69111,0.6859700000000001,0.53,0.5310500841750841
0.50126,0.4943,0.383,0.32525459205146706
0.29769999999999996,0.26676,0.225,0.1962551482082732
0.11191,0.07918,0.072,0.07481885521885523
0.00598,0.00116,0.0,0.006373575787638288
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00015801867885201218
0.00396,0.0361,0.063,0.058655021194083695
0.1866,0.23985,0.273,0.26668188582251084
0.42977,0.41675,0.473,0.5056310876623377
0.6422,0.62619,0.626,0.6973469817219817
0.80525,0.7781699999999999,0.726,0.8262573653198653
0.8935,0.86522,0.776,0.8874590398027898
0.94194,0.89215,0.781,0.8878930675805676
0.8944500000000001,0.84951,0.739,0.8427372685185185
0.79538,0.73514,0.65,0.7292416351010101
0.63997,0.5655800000000001,0.512,0.5621450742544493
0.42847,0.34308999999999995,0.326,0.3451794733044733
0.18561000000000002,0.09963,0.116,0.11717566287878788
0.00975,0.00073,0.0,0.0055684536335578
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0003688973063973064
0.004,0.04219,0.069,0.06504257630872215
0.18828999999999999,0.27065,0.289,0.2738275613275613
0.43152999999999997,0.51108,0.493,0.5006974506974508
0.64618,0.69186,0.641,0.6959329154641655
0.79935,0.83425,0.739,0.0058532497594997596
0.89007,0.90113,0.786,0.0
0.94539,0.90691,0.776,0.829
0.88293,0.85361,0.715,0.764
0.78995,0.73221,0.6,0.64
0.64176,0.56798,0.441,0.0
0.32808,0.33557,0.235,0.09480015933140934
0.15252000000000002,0.09928000000000001,0.072,0.0811997006273048
0.00805,0.00175,0.0,0.007638837281545614
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00044219551667468333
0.00579,0.04408,0.074,0.06294233255170754
0.19128,0.27002,0.294,0.2753239237614238
0.42708999999999997,0.49883,0.492,0.5049148478835979
0.6269199999999999,0.6811699999999999,0.641,0.688062732984608
0.7780900000000001,0.80579,0.737,0.8183058261183261
0.86703,0.86479,0.785,0.884366357022607
0.91361,0.87362,0.784,0.890134604978355
0.86856,0.82604,0.742,0.8363997113997114
0.77765,0.71725,0.654,0.7238779160654161
0.63188,0.5522699999999999,0.516,0.5538290268759019
0.42238,0.3348,0.332,0.3352601536195286
0.18315,0.0993,0.122,0.11365710628106462
0.0059299999999999995,0.00103,0.0,0.00624306557639891
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.000625284090909091
0.0076,0.04597,0.073,0.06590204425204424
0.19044999999999998,0.2706,0.288,0.2750561793530544
0.41437999999999997,0.48799000000000003,0.482,0.5029502615440116
0.60609,0.66114,0.628,0.6933291245791245
0.746,0.77736,0.722,0.8321176797739298
0.82602,0.84035,0.77,0.9011919793169794
0.86303,0.8493200000000001,0.773,0.9037078373015873
0.8350299999999999,0.8017799999999999,0.733,0.8531539351851852
0.74876,0.69685,0.646,0.737310606060606
0.60239,0.53614,0.512,0.5639837737493988
0.40869,0.32709,0.331,0.33950968013468014
0.17908000000000002,0.09720999999999999,0.124,0.115039137155283
0.00656,0.0011200000000000001,0.0,0.006528262035032868
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0005770820807279141
0.00799,0.04394,0.073,0.0658649360670194
0.18680000000000002,0.25037,0.284,0.26724330357142856
0.41656,0.47658,0.475,0.490506253006253
0.60837,0.64967,0.617,0.6767128126503127
0.75364,0.76719,0.711,0.8091724537037037
0.83805,0.83487,0.759,0.882647156084656
0.87479,0.84056,0.762,0.8919026575276575
0.82409,0.78569,0.722,0.839126007094757
0.74615,0.68516,0.636,0.72193869498557
0.60012,0.5122599999999999,0.503,0.5494353881072631
0.40626999999999996,0.31461,0.324,0.3273304097522848
0.17755,0.08916,0.121,0.11126869513588264
0.00723,0.00128,0.0,0.00801305966410133
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0006549781044572711
0.00948,0.04728,0.065,0.06428996061808562
0.18106999999999998,0.26169,0.259,0.24731522817460316
0.39352,0.46763,0.445,0.461350484006734
0.58613,0.63312,0.586,0.652939175986051
0.72505,0.74827,0.681,0.7879389129389129
0.80953,0.80801,0.706,0.8673453282828283
0.85058,0.8171499999999999,0.681,0.8615263498075998
0.8093400000000001,0.7760900000000001,0.638,0.7949162382756133
0.71911,0.6719700000000001,0.548,0.6883120640933141
0.5545800000000001,0.5128400000000001,0.439,0.4625484758297258
0.38212,0.30989999999999995,0.278,0.15341641865079364
0.16399,0.09273999999999999,0.103,0.059742852883998714
0.01087,0.0018700000000000001,0.0,0.0070399583633958636
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0009038900913900914
0.01061,0.047549999999999995,0.068,0.06501820737133238
0.18434999999999999,0.25540999999999997,0.265,0.24493239688552187
0.40662,0.46978,0.452,0.46059347192159694
0.5965199999999999,0.62525,0.566,0.6537362088143338
0.73754,0.7471599999999999,0.654,0.7855542027417027
0.82343,0.8165,0.71,0.8561413991101491
0.8577,0.82488,0.728,0.8609157046657047
0.8208,0.77839,0.703,0.8089225589225589
0.7331799999999999,0.67832,0.621,0.697675039081289
0.59547,0.52438,0.492,0.534541847041847
0.39543,0.31895,0.316,0.3163344757094757
0.1727,0.09620000000000001,0.119,0.11125451013107263
0.00872,0.00164,0.0,0.009874628978274813
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0009804543450376783
0.011529999999999999,0.053090000000000005,0.081,0.07608474952902036
0.19207,0.2744,0.293,0.2813858450577201
0.41775,0.48689,0.481,0.4983946608946609
0.6065,0.65623,0.62,0.6845245610870611
0.74667,0.77506,0.711,0.8134732744107744
0.83808,0.83663,0.756,0.8745847613035113
0.87674,0.8487100000000001,0.758,0.8636063011063011
0.84048,0.80334,0.719,0.8027616191678691
0.75588,0.6910599999999999,0.638,0.6868162653318903
0.6054700000000001,0.53473,0.51,0.5240654310966811
0.40538,0.32372,0.335,0.3234269781144781
0.18278999999999998,0.09779,0.131,0.0676644798681257
0.01384,0.00235,0.0,0.009997882094757094
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0012247532367324035
0.01194,0.05206,0.07,0.04783311237373737
0.19607,0.23645,0.219,0.23303834475709476
0.37653,0.43925,0.434,0.4088823502886003
0.5876,0.63349,0.616,0.612007726070226
0.7380800000000001,0.6479299999999999,0.725,0.7509071368446368
0.8344199999999999,0.67836,0.771,0.8429909211159211
0.87819,0.74522,0.767,0.8524888017075517
0.84272,0.71231,0.708,0.8127611682299183
0.75785,0.59989,0.641,0.7060793951418951
0.61052,0.49389,0.512,0.533590180074555
0.40496,0.30657,0.334,0.31486554533429534
0.17653,0.09534999999999999,0.131,0.10569925394821228
0.01461,0.00263,0.0,0.011000996572871574
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0031683772246272244
0.00833,0.05583,0.084,0.08964680284992785
0.19369,0.25064,0.29,0.26214901996151996
0.37882,0.47023000000000004,0.472,0.4703703703703704
0.60103,0.64511,0.609,0.6398698668229919
0.74038,0.7680499999999999,0.698,0.7909040178571428
0.82796,0.83378,0.743,0.8645607864357865
0.86983,0.84481,0.746,0.8065825667388168
0.83085,0.79323,0.709,0.7967609502765752
0.74027,0.66047,0.624,0.6855290253727754
0.6069500000000001,0.51705,0.493,0.5277099491943242
0.37295,0.31059,0.319,0.3054253472222222
0.14044,0.09734000000000001,0.126,0.09690104241822992
0.01303,0.00267,0.0,0.007573196498717332
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0011577105379188713
0.01788,0.05668,0.084,0.07771534115961198
0.20291,0.26855,0.288,0.27948063221500724
0.4157,0.46911,0.471,0.49874751984126986
0.6034400000000001,0.6379199999999999,0.611,0.6765472808441558
0.741,0.75429,0.704,0.8001424212361712
0.83147,0.81996,0.75,0.8664115109427609
0.86126,0.8296699999999999,0.755,0.8700528348965849
0.8289099999999999,0.78332,0.715,0.8169229497354498
0.7445499999999999,0.68131,0.632,0.7072743807118808
0.60461,0.5235599999999999,0.503,0.5444777011183262
0.40908999999999995,0.31772,0.33,0.33993788329725827
0.17597,0.09749,0.132,0.12457871071829404
0.013609999999999999,0.00237,0.0,0.009334290574394742
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001602882245069745
0.01912,0.059,0.086,0.07851137841710758
0.20999,0.27798,0.294,0.2807838428932179
0.43968,0.50169,0.487,0.4994258056758057
0.64162,0.67633,0.631,0.6787848725348725
0.77643,0.7962100000000001,0.724,0.8040411556036556
0.86103,0.8589199999999999,0.769,0.8738613816738817
0.89967,0.86649,0.771,0.8782298430735931
0.86064,0.81649,0.731,0.824729813011063
0.77432,0.70653,0.647,0.7134428360990861
0.61822,0.54132,0.515,0.547799047017797
0.42255000000000004,0.32799,0.338,0.3361798791486291
0.18618,0.10113,0.135,0.11980570286195286
0.01465,0.00287,0.0,0.01056418600689434
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0024608921556838227
0.02158,0.06409000000000001,0.091,0.08215568933381434
0.2166,0.28975,0.301,0.2888708513708514
0.44833999999999996,0.51238,0.491,0.508908655002405
0.64346,0.68717,0.634,0.681563213985089
0.7891,0.80701,0.727,0.8097361261423761
0.86883,0.86953,0.774,0.8806592712842712
0.905,0.87546,0.775,0.8856421356421357
0.86412,0.82341,0.735,0.8304229046416547
0.7690499999999999,0.7142200000000001,0.65,0.7169169372294373
0.62473,0.5494199999999999,0.52,0.5671837421837422
0.41467000000000004,0.33503,0.342,0.36913968554593557
0.12273,0.10415,0.138,0.15663305375180375
0.013779999999999999,0.00317,0.001,0.011895421977713644
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0022681908369408367
0.02214,0.0649,0.093,0.0857876954064454
0.22062,0.28356,0.304,0.2941071804353054
0.44992000000000004,0.48645,0.493,0.5117241988335738
0.65264,0.6578999999999999,0.636,0.6830126037157287
0.7928,0.7791,0.729,0.7967284451659452
0.88348,0.86399,0.775,0.8573439003126503
0.90908,0.87437,0.778,0.8711444805194806
0.87534,0.82555,0.738,0.8204271133958634
0.77737,0.7154400000000001,0.654,0.7116052639490139
0.6277699999999999,0.55011,0.52,0.5468889039201539
0.42863,0.33515,0.343,0.3339186132154882
0.18969,0.10457999999999999,0.139,0.12051961154200737
0.015179999999999999,0.0033900000000000002,0.001,0.011413261584094916
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0029365530303030307
0.02386,0.06067,0.087,0.05618606050585217
0.15381999999999998,0.2462,0.278,0.16794733044733046
0.26316,0.47142,0.457,0.29275530603655603
0.47095,0.63122,0.592,0.4843295304232804
0.58094,0.76844,0.654,0.5949812484968735
0.86391,0.79938,0.639,0.8250473484848485
0.8979,0.8445199999999999,0.616,0.8402702621452621
0.8528,0.78706,0.542,0.6840409301346801
0.7355,0.68525,0.448,0.6050636574074074
0.60494,0.53791,0.335,0.4907146239177489
0.41681999999999997,0.32382,0.227,0.2657262731481482
0.18599000000000002,0.10292,0.097,0.09526731225949976
0.018170000000000002,0.00424,0.002,0.013258791035353537
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.003219131794131794
0.02621,0.05577,0.059,0.08349022116001283
0.2179,0.25899,0.205,0.28096252705627706
0.43989999999999996,0.49154000000000003,0.366,0.4897047107984608
0.62702,0.65818,0.534,0.6667889835858586
0.75527,0.77116,0.682,0.8009747775372775
0.83901,0.7985099999999999,0.742,0.8683862433862434
0.87248,0.76482,0.756,0.8752254689754689
0.83199,0.71205,0.719,0.8216859818422318
0.74166,0.67165,0.636,0.7085360675204425
0.59751,0.46052,0.507,0.5399508477633478
0.40937,0.30266000000000004,0.334,0.3328200156325156
0.18243,0.09173,0.138,0.12273240164542248
0.01695,0.00347,0.003,0.011687474446849448
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.004021633748196248
0.027280000000000002,0.06987,0.094,0.08717453703703705
0.22009,0.2877,0.294,0.28407061688311686
0.44133,0.5002099999999999,0.476,0.49531982774170275
0.63027,0.66541,0.615,0.6707354422198172
0.76402,0.77973,0.707,0.7971681096681097
0.84458,0.83988,0.755,0.8688747594997595
0.8714500000000001,0.84413,0.76,0.8847195917508418
0.8380700000000001,0.7947799999999999,0.722,0.8319786405723906
0.74238,0.69336,0.641,0.7216194684944685
0.60173,0.53842,0.509,0.5012915614478114
0.37412,0.33122,0.337,0.2477811973905724
0.12971000000000002,0.10633,0.128,0.13304661195286197
0.02296,0.00524,0.003,0.019794121272246275
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0006129897687189354
0.01676,0.05908,0.032,0.02298577290764791
0.05441,0.16041999999999998,0.098,0.0888015780323072
0.23025,0.28157,0.2,0.21894070917508418
0.30674,0.3255,0.325,0.27737569143819146
0.5298999999999999,0.55435,0.481,0.6089873812530062
0.8045,0.7389,0.582,0.6912399666305916
0.70411,0.81567,0.586,0.6323946308321309
0.75754,0.75387,0.521,0.5293145367364117
0.7165199999999999,0.68504,0.423,0.6599728685666185
0.60226,0.5284,0.343,0.5352494438431938
0.41095,0.31760000000000005,0.279,0.32502743205868206
0.18356,0.1012,0.129,0.12358450527096361
0.01725,0.00382,0.006,0.006879859357463525
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.00086,0.0,0.0048421962682379345
0.02985,0.07357999999999999,0.089,0.08628389500160333
0.21896000000000002,0.27354,0.267,0.29288964796777295
0.42724,0.47078,0.435,0.48122576208513707
0.62251,0.64462,0.577,0.47180886243386244
0.7496499999999999,0.75389,0.686,0.7543545574795575
0.79948,0.81531,0.739,0.8367473094035595
0.84962,0.8244600000000001,0.741,0.8614699825637325
0.81879,0.77383,0.697,0.8097455206830206
0.7353999999999999,0.6771,0.602,0.6998701674482924
0.59368,0.52406,0.454,0.5378365124458875
0.40584,0.31627,0.277,0.33028348965848964
0.18313,0.10259,0.113,0.12479083944604778
0.01875,0.00479,0.006,0.01332006172839506
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.00085,0.0,0.004824848935786436
0.03128,0.07423,0.1,0.09289838614317782
0.22512000000000001,0.28755000000000003,0.298,0.29011506433381434
0.43,0.4825,0.478,0.4921021975709476
0.61633,0.6445700000000001,0.614,0.6626495610870611
0.74752,0.75509,0.704,0.7801525297619047
0.82766,0.81135,0.75,0.8444696218133718
0.85026,0.81497,0.752,0.8501044672919673
0.81768,0.76487,0.714,0.7945752164502164
0.72073,0.66,0.633,0.6912115951178451
0.58408,0.51083,0.506,0.532267052970178
0.40308999999999995,0.31487,0.336,0.32930194805194807
0.1849,0.10168,0.141,0.12618239688552188
0.019289999999999998,0.0048,0.004,0.013676803000240502
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.00117,0.0,0.006000350729517396
0.03294,0.07654999999999999,0.101,0.096811457331249
0.22843,0.29241,0.298,0.2931402943121693
0.4358,0.49074,0.473,0.4952223124098124
0.61309,0.64943,0.608,0.6730047874579125
0.74153,0.75567,0.695,0.7920292959355459
0.82485,0.81253,0.739,0.8505967412217412
0.84951,0.8182200000000001,0.742,0.8670672498797499
0.81525,0.77061,0.704,0.8084622264309764
0.72934,0.6686799999999999,0.624,0.6975899245430496
0.58769,0.51483,0.5,0.5352780032467532
0.40105,0.31595,0.334,0.3299285639129389
0.18380000000000002,0.10233,0.142,0.1262345561267436
0.01889,0.00498,0.004,0.013778178360990864
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.00138,0.0,0.004955857683982684
0.03386,0.07770999999999999,0.098,0.0952314439033189
0.22982,0.29118,0.289,0.2930138437950938
0.42582,0.47549,0.466,0.49233180014430017
0.6053999999999999,0.63488,0.606,0.6561199795574796
0.73554,0.74911,0.697,0.7740100033068783
0.81779,0.80769,0.741,0.8423464556277056
0.84427,0.81114,0.743,0.8353418861231361
0.8111900000000001,0.76085,0.705,0.7831420604858105
