,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Torino2019,Torino2019,Torino2019,Torino2019,Torino2019,Torino2020,Torino2020,Torino2020,Torino2020,Torino2020,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023
Profile time series,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,8,9,10,11,12,13,14,15,16,17,46,47,48,49,50,51,52
38,0.368561673,0.715,0.555,0.59715,0.59322,0.57451,0.3259,0.174802751,0.083,0.087,0.066,0.08948,0.25631,0.1993,0.151808147,0.323,0.287,0.29668,0.31711,0.35999,0.3843,0.041,0.041,0,0,0.0108,0.13148,0.0819,0.160310434,0.095,0,0,0.39848,0.34958,0.37,0.441073512,0.553,0.56925,0.5185,0.5892,0.411842541,0.483,0.55032,0.47869,0.5695,0.335,0.335,0,0,0,0,0
39,0.369227846,0.658,0.341,0.3852,0.39752,0.42539,0.3102,0.052022384,0.035,0.117,0.22277,0.2405,0.17748,0.1901,0.042750248,0.139,0.179,0.2227,0.24671,0.19294,0.249,0.024,0.024,0,0,0.00239,0.02776,0.0366,0.027940523,0.027,0,0,0.02005,0.1585,0.2119,0.3168028,0.402,0.48291,0.38003,0.4693,0.297717499,0.327,0.45392,0.34725,0.4508,0.249,0.249,0,0,0,0,0
40,0.304465291,0.546,0.479,0.30184,0.31278,0.35718,0.1968,0.001282703,0,0.007,0.00087,0.01868,0,0.0473,0.005511676,0.002,0.008,0.00565,0.01797,0.00009,0.0529,0,0,0,0,0.00564,0,0.0014,0.000688505,0,0,0,0,0.00031,0.0369,0.159943324,0.144,0.29231,0.16742,0.2472,0.150512736,0.09,0.27862,0.1476,0.2346,0.134,0.134,0,0,0,0,0
41,0.311944834,0.408,0.446,0.46933,0.46066,0.34454,0.0486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030421737,0,0,0,0,0.013231889,0,0,0,0,0.026,0.026,0,0,0,0,0
42,0.130151763,0.223,0.273,0.29549,0.29128,0.13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.014346138,0.04,0.059,0.05285,0.04081,0.01068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.011794264,0.003,0.003,0,0,0.00138,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.00346,0,0,0.006,0,0.00608,0,0.007,0.007,0,0,0,0,0
57,0.091490559,0.126,0.116,0.11695,0.11321,0.07969,0.2995,0.003139841,0.001,0.001,0,0,0,0,0.00124374,0.001,0,0,0,0.00134,0,0.016,0.016,0,0,0,0.01685,0,0.024579111,0.032,0,0,0,0.06589,0,0.02642107,0.259,0.14566,0.19809,0.0833,0,0.065,0.02676,0.09028,0.0478,0.11,0.11,0,0,0,0,0
58,0.294191132,0.328,0.305,0.33777,0.33337,0.20124,0.3961,0.045821609,0.015,0.018,0.01209,0.01962,0.0135,0.0046,0.006281382,0.008,0.017,0.01543,0.02253,0.0093,0.0008,0.09,0.09,0,0.00226,0.04438,0.01405,0.0054,0.083946779,0.14,0,0,0.0631,0.26862,0.1271,0.189281547,0.438,0.35533,0.38243,0.2998,0.009923917,0.129,0.08501,0.1292,0.1356,0.232,0.232,0,0,0,0,0
59,0.560754544,0.569,0.539,0.55879,0.54787,0.40012,0.456,0.169203815,0.05,0.078,0.02036,0.03329,0.1694,0.0726,0.014391608,0.011,0.032,0.03762,0.04972,0.02377,0.015,0.195,0.195,0,0.06601,0.09215,0.09254,0.0384,0.084529316,0.301,0,0,0.07419,0.35261,0.2719,0.369311552,0.557,0.50114,0.5028,0.4791,0.079391333,0.158,0.12343,0.24755,0.2227,0.338,0.338,0,0,0,0,0
60,0.669442358,0.702,0.657,0.62487,0.61019,0.48094,0.5056,0.132023637,0.14,0.198,0.26048,0.28541,0.11649,0.1019,0.020338842,0.05,0.073,0.09046,0.11668,0.02445,0.0232,0.191,0.191,0,0.00544,0.17625,0.22309,0.0825,0.049057025,0.308,0,0,0.06363,0.34195,0.2588,0.459826638,0.616,0.59654,0.57235,0.5891,0.163744625,0.172,0.26296,0.28051,0.3235,0.413,0.413,0,0,0,0,0
61,0.463788589,0.766,0.591,0.50573,0.51071,0.58966,0.4909,0.070288609,0.18,0.112,0.15088,0.1786,0.06814,0.0545,0.030199492,0.066,0.061,0.05357,0.06468,0.01934,0.0193,0.116,0.116,0,0.23586,0.33026,0.21619,0.119,0.027923479,0.191,0,0,0.02989,0.08731,0.1413,0.478913152,0.607,0.61331,0.58012,0.6317,0.145550777,0.168,0.16884,0.34669,0.3759,0.464,0.464,0,0,0,0,0
62,0.703916325,0.775,0.534,0.6476,0.64959,0.57325,0.3841,0.102339815,0.155,0.1,0.11073,0.14016,0.14493,0.07,0.020299937,0.043,0.022,0.01402,0.0227,0.01509,0.0153,0.062,0.062,0,0.08637,0.18717,0.12229,0.1245,0.02974648,0.059,0,0,0.02326,0.02719,0.0388,0.456409402,0.514,0.58548,0.5173,0.5982,0.133972875,0.141,0.09075,0.25221,0.3579,0.47,0.47,0,0,0,0,0
63,0.625267503,0.725,0.583,0.58908,0.585,0.55726,0.3033,0.048576799,0.055,0.13,0.18303,0.20147,0.11828,0.1014,0.001689784,0.017,0.021,0.0118,0.01951,0.01333,0.0102,0.017,0.017,0,0.09676,0.17746,0.02796,0.0714,0.010209361,0.012,0,0,0.00739,0.0042,0.0101,0.339889982,0.387,0.48367,0.38115,0.4759,0.081045319,0.078,0.05071,0.16879,0.2768,0.41,0.41,0,0,0,0,0
64,0.495938363,0.626,0.548,0.51787,0.51948,0.36321,0.2302,0.002258295,0,0.006,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0.00747,0,0.0086,0.000232148,0,0,0,0,0,0,0.181613602,0.133,0.30362,0.16779,0.2512,0.043003639,0.015,0.16885,0.0366,0.1409,0.263,0.263,0,0,0,0,0
65,0.283569831,0.469,0.455,0.46594,0.45681,0.3401,0.0617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036839473,0,0,0,0,0.013231889,0,0,0,0,0.07,0.07,0,0,0,0,0
66,0.141352289,0.256,0.252,0.23913,0.23559,0.18161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.010789089,0.04,0.058,0.04928,0.0386,0.00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.016433504,0.001,0,0,0,0.00293,0.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.00419,0,0,0.034,0,0.00351,0,0.021,0.021,0,0,0,0,0
81,0.102857977,0.062,0.039,0.04045,0.04528,0.06275,0.2824,0.015667305,0.005,0.013,0,0,0.02236,0,0.022660116,0.136,0.018,0,0,0.1596,0,0,0,0,0,0,0.00943,0,0.012270983,0.034,0,0,0,0.0949,0,0.028254709,0.122,0.08322,0.15679,0.0742,0.021501819,0.196,0.07053,0.17879,0.077,0.258,0.258,0,0,0,0,0
82,0.17457424,0.172,0.16,0.13791,0.1454,0.19651,0.3557,0.051502943,0.037,0.128,0.18553,0.2082,0.0721,0.0353,0.063464455,0.338,0.217,0.31411,0.32137,0.30681,0.2027,0.006,0.006,0,0,0.05653,0.14384,0.0304,0.074638183,0.133,0,0,0.0449,0.1991,0.0892,0.141190198,0.324,0.19305,0.34176,0.2707,0.195170361,0.355,0.34103,0.33759,0.2744,0.452,0.452,0,0,0,0,0
83,0.166393412,0.291,0.262,0.2627,0.27261,0.39459,0.3656,0.107192642,0.121,0.244,0.37495,0.3943,0.1618,0.0797,0.299829863,0.456,0.379,0.44808,0.45611,0.37359,0.3259,0.015,0.015,0,0,0.01605,0.11693,0.0591,0.145050338,0.2,0,0,0.45569,0.24672,0.1589,0.194782464,0.539,0.40783,0.49176,0.459,0.31425736,0.494,0.40874,0.45572,0.4339,0.575,0.575,0,0,0,0,0
84,0.33496627,0.406,0.368,0.34511,0.35214,0.38386,0.3551,0.099048955,0.142,0.188,0.20875,0.23417,0.1814,0.151,0.463646058,0.489,0.451,0.51796,0.52037,0.41614,0.3697,0.027,0.027,0,0,0.02793,0.12445,0.0648,0.203067913,0.224,0,0,0.4892,0.36383,0.2405,0.27746291,0.574,0.58775,0.57221,0.5862,0.398610652,0.57,0.50778,0.54334,0.5468,0.637,0.637,0,0,0,0,0
85,0.53264598,0.46,0.606,0.58078,0.58117,0.39587,0.3473,0.082305279,0.077,0.151,0.16351,0.19132,0.1024,0.161,0.31833873,0.451,0.443,0.49963,0.51321,0.33937,0.3293,0.023,0.023,0,0,0.04041,0.05946,0.0691,0.319003546,0.193,0,0,0.54079,0.39485,0.3394,0.390731789,0.558,0.57662,0.57748,0.631,0.426728415,0.563,0.55068,0.53043,0.5876,0.64,0.64,0,0,0,0,0
86,0.65324762,0.438,0.683,0.74517,0.74046,0.27139,0.3116,0.058989525,0.038,0.089,0.04529,0.06496,0.08125,0.1089,0.157712428,0.338,0.301,0.40726,0.41431,0.28826,0.2651,0.019,0.019,0,0,0.02779,0.04227,0.0474,0.228520355,0.101,0,0,0.47774,0.23969,0.2613,0.327554592,0.468,0.44145,0.50737,0.597,0.420112471,0.489,0.54892,0.48599,0.5533,0.59,0.59,0,0,0,0,0
87,0.358204031,0.362,0.457,0.5533,0.55375,0.36921,0.2144,0.02685955,0.007,0.098,0.08399,0.10766,0.02252,0.0518,0.109478192,0.157,0.169,0.25034,0.26712,0.15896,0.201,0.011,0.011,0,0,0.02211,0.01555,0.0226,0.046218701,0.034,0,0,0.10187,0.14141,0.1214,0.236706118,0.316,0.30857,0.37887,0.4752,0.307641416,0.31,0.42296,0.35492,0.4462,0.48,0.48,0,0,0,0,0
88,0.259373672,0.312,0.466,0.53909,0.53165,0.28844,0.1306,0.001132046,0,0.002,0.00042,0.01274,0.00008,0.0041,0.007502071,0.004,0.017,0.013,0.03538,0.00028,0.0515,0,0,0,0.00485,0.00656,0,0,0.01016792,0,0,0,0,0.00028,0.0286,0.159609935,0.035,0.22764,0.16836,0.2555,0.158782666,0.101,0.2634,0.15543,0.236,0.303,0.303,0,0,0,0,0
89,0.348902536,0.227,0.371,0.33776,0.33391,0.18932,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028504751,0,0,0,0,0.024809792,0,0,0,0,0.083,0.083,0,0,0,0,0
90,0.101834289,0.121,0.221,0.23683,0.23581,0.08422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.00999577,0.018,0.043,0.04019,0.0323,0.00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.018598791,0.002,0,0,0,0.00392,0.1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240205,0,0,0,0,0,0,0,0.045,0,0.00505,0,0,0.042,0,0.00346,0,0.008,0.008,0,0,0,0,0
105,0.121464359,0.134,0.056,0.08424,0.08424,0.05998,0.2693,0.023640568,0.027,0.022,0,0,0.14918,0,0.02804391,0.027,0.031,0,0,0.11127,0,0.009,0.009,0,0,0,0.13331,0,0.023749573,0.08,0,0,0,0.16409,0,0.004584097,0.241,0.15681,0.15989,0.0693,0.018193847,0.235,0.14496,0.18257,0.0757,0.125,0.125,0,0,0,0,0
106,0.267350199,0.379,0.203,0.17775,0.18685,0.29764,0.3714,0.047277447,0.076,0.26,0.29108,0.313,0.34105,0.1977,0.038016933,0.077,0.136,0.17632,0.19105,0.23857,0.0589,0.03,0.03,0,0.03553,0.03682,0.23871,0.1706,0.082557579,0.274,0,0,0.24456,0.36334,0.2239,0.114935823,0.412,0.34925,0.36835,0.2796,0.180284486,0.405,0.34579,0.35782,0.2794,0.354,0.354,0,0,0,0,0
107,0.441198777,0.566,0.443,0.5187,0.50996,0.49979,0.4972,0.322265187,0.239,0.426,0.46783,0.47397,0.46195,0.3625,0.021946136,0.077,0.025,0.0149,0.02205,0.38585,0.1697,0.056,0.056,0,0.01581,0.024,0.15244,0.2083,0.337313004,0.38,0,0,0.47705,0.48034,0.3939,0.351141857,0.488,0.49126,0.49102,0.4699,0.348991068,0.522,0.48226,0.47494,0.4471,0.578,0.578,0,0,0,0,0
108,0.662273341,0.684,0.68,0.67432,0.66342,0.51745,0.6074,0.510596393,0.245,0.484,0.52959,0.53328,0.41634,0.4309,0.038822586,0.055,0.039,0.02607,0.03883,0.37926,0.229,0.076,0.076,0,0,0.04493,0.07866,0.1287,0.374884125,0.395,0,0,0.39914,0.52004,0.4724,0.45015836,0.519,0.56986,0.55155,0.5753,0.426728415,0.58,0.55435,0.52602,0.5448,0.639,0.639,0,0,0,0,0
109,0.568386141,0.747,0.613,0.18762,0.2079,0.67887,0.5822,0.413805022,0.107,0.464,0.50362,0.50875,0.30719,0.3634,0.072482058,0.048,0.052,0.03527,0.04659,0.29784,0.1857,0.074,0.074,0,0,0.18812,0.04689,0.0594,0.402896816,0.311,0,0,0.56347,0.48886,0.4755,0.471995333,0.541,0.58085,0.54968,0.6109,0.426728415,0.575,0.57566,0.53225,0.5822,0.645,0.645,0,0,0,0,0
110,0.649226074,0.754,0.707,0.73941,0.73509,0.68366,0.4652,0.120774785,0.062,0.353,0.47675,0.47675,0.24213,0.2582,0.028727656,0.03,0.037,0.04473,0.06744,0.17563,0.1278,0.063,0.063,0,0,0.03617,0.03582,0.0304,0.325697071,0.218,0,0,0.49061,0.35558,0.3992,0.449408235,0.504,0.56655,0.49485,0.5771,0.420112471,0.505,0.55051,0.47952,0.5557,0.594,0.594,0,0,0,0,0
111,0.515100328,0.703,0.55,0.46607,0.46577,0.62271,0.3283,0.031826971,0.034,0.084,0.07206,0.0964,0.07643,0.1346,0.00534969,0.011,0.011,0.00885,0.01783,0.04009,0.0504,0.023,0.023,0,0,0.03783,0.04145,0.0234,0.120585926,0.105,0,0,0.2861,0.19568,0.2626,0.322053676,0.358,0.47563,0.36937,0.462,0.310949388,0.35,0.45825,0.35266,0.4463,0.485,0.485,0,0,0,0,0
112,0.236228342,0.595,0.497,0.26118,0.27386,0.45299,0.1671,0.005185004,0,0.01,0,0,0.00075,0.021,0,0,0,0,0.00192,0,0.0027,0,0,0,0,0.00239,0,0.003,0.014234526,0.004,0,0,0.0137,0.0008,0.0713,0.17177863,0.12,0.28159,0.16573,0.2471,0.167052597,0.109,0.29962,0.15317,0.2388,0.308,0.308,0,0,0,0,0
113,0.162532289,0.428,0.284,0.21099,0.21781,0.30116,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03483914,0,0,0,0,0.016539861,0,0,0,0,0.086,0.086,0,0,0,0,0
114,0.083595932,0.178,0.173,0.24124,0.2407,0.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.003648422,0.018,0.04,0.03396,0.02733,0.00115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
