,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2014,Utrecht2015,Utrecht2016,Utrecht2017
Profile time series,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PV-MEAS,PV-MEAS,PV-MEAS,PV-MEAS
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
4757,0.00457,0.011,0.00348,0.01163,0.028,0.007,0,0.01428,0,0.01484,0.018,0,0.0035,0.00772,0.00404,0.00876,0.019,0,0.01142,0.00066,0.01172,0.022,0.014535715,0.027878452,0.005992813,0.023184992
4758,0.05478,0.07792,0.05295,0.07857,0.131,0.087,0.03151,0.07894,0.04666,0.07943,0.076,0.032,0.02023,0.04297,0.01578,0.04851,0.111,0.04099,0.08167,0.01757,0.08247,0.1,0.05360249,0.072160941,0.019800614,0.073884126
4759,0.21193,0.25577,0.20828,0.25767,0.305,0.248,0.09592,0.20564,0.11274,0.21343,0.249,0.099,0.08244,0.12244,0.0917,0.1329,0.296,0.21646,0.26365,0.20635,0.26734,0.239,0.229159767,0.13192365,0.076630566,0.244333502
4760,0.40609,0.43934,0.40878,0.44206,0.476,0.427,0.26449,0.27954,0.24666,0.28717,0.474,0.264,0.12192,0.20375,0.1123,0.21027,0.386,0.38216,0.4531,0.41711,0.45466,0.405,0.433527126,0.238530048,0.128435725,0.467581543
4761,0.56143,0.57966,0.55516,0.5841,0.613,0.575,0.4431,0.35438,0.41393,0.36434,0.633,0.412,0.1136,0.23592,0.20536,0.25673,0.401,0.59977,0.60351,0.59335,0.60432,0.567,0.563254928,0.405339873,0.314196515,0.589534373
4762,0.6722,0.6726,0.6722,0.67969,0.695,0.67,0.48779,0.50645,0.55372,0.50021,0.729,0.407,0.37161,0.34983,0.4421,0.33862,0.533,0.70456,0.71216,0.7162,0.7163,0.7,0.662072372,0.694497662,0.615957149,0.713011146
4763,0.73405,0.71925,0.70164,0.72458,0.689,0.717,0.46892,0.64492,0.65419,0.63451,0.647,0.491,0.43924,0.40939,0.48197,0.38593,0.727,0.78337,0.77634,0.79247,0.774,0.744,0.618070267,0.512729886,0.628824165,0.771646274
4764,0.72988,0.733,0.72526,0.73097,0.599,0.734,0.17132,0.60983,0.3321,0.54922,0.695,0.44,0.44447,0.58336,0.42819,0.54895,0.753,0.82495,0.79189,0.83324,0.79027,0.766,0.657012372,0.623135282,0.54784718,0.779063907
4765,0.7612,0.67045,0.74878,0.67835,0.565,0.749,0.40837,0.64626,0.44788,0.62638,0.702,0.524,0.70872,0.60944,0.64789,0.62665,0.71,0.82312,0.76506,0.83465,0.76319,0.754,0.685071206,0.612389498,0.676826068,0.759769821
4766,0.7057,0.65664,0.71735,0.64876,0.584,0.702,0.42215,0.5643,0.52345,0.55698,0.7,0.461,0.65108,0.49592,0.63429,0.52581,0.633,0.37236,0.70677,0.71958,0.70439,0.694,0.621869685,0.50986755,0.474753275,0.724742645
4767,0.6246,0.55961,0.62435,0.55532,0.55,0.608,0.4695,0.41668,0.55722,0.40778,0.613,0.522,0.40679,0.40837,0.49655,0.43202,0.546,0.45955,0.58916,0.4669,0.58641,0.591,0.539267538,0.521868814,0.549641424,0.462032708
4768,0.49492,0.40449,0.48295,0.40527,0.422,0.487,0.46691,0.36247,0.44889,0.34061,0.466,0.453,0.34553,0.32489,0.33173,0.32518,0.35,0.50554,0.42708,0.50425,0.42722,0.451,0.370331013,0.391185608,0.402012771,0.327743409
4769,0.31091,0.22861,0.31037,0.22751,0.263,0.325,0.29118,0.23702,0.28499,0.23257,0.29,0.304,0.28499,0.20171,0.29196,0.20332,0.217,0.31973,0.23585,0.32626,0.23292,0.282,0.107881386,0.14734643,0.132565257,0.103387016
4770,0.12115,0.05921,0.12073,0.05866,0.113,0.158,0.12713,0.07156,0.12798,0.06908,0.119,0.169,0.13727,0.06073,0.13717,0.05941,0.119,0.12403,0.06082,0.12868,0.05962,0.114,0.043121681,0.052927738,0.038878289,0.030996664
4771,0.04234,0.02657,0.04234,0.0249,0.04,0.069,0.05061,0.0313,0.04903,0.02857,0.042,0.07,0.04237,0.02374,0.04237,0.02338,0.045,0.03951,0.02287,0.04332,0.02216,0.037,0.021423655,0.017847097,0.015698956,0.011287888
4772,0.00018,0.00128,0.00656,0.00109,0.001,0.009,0.0094,0.00153,0.01005,0.0013,0.001,0.018,0.00929,0.00132,0.00993,0.00101,0.002,0.00857,0.00112,0.00919,0.00089,0.001,0.005145522,0.001583519,0.001766508,0.001754505
4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781,0.0006,0.01407,0,0.01319,0.023,0.002,0,0,0,0,0.004,0,0.00409,0.01048,0.00466,0.01071,0.026,0.00148,0.01583,0.00148,0.01562,0.027,0.02120328,0.001194016,0.012006125,0.016530867
4782,0.05451,0.08366,0.05475,0.08413,0.096,0.07,0.05583,0.00668,0.05161,0.00589,0.037,0.039,0.05401,0.0729,0.04879,0.07136,0.134,0.0471,0.07862,0.04272,0.07892,0.104,0.072957299,0.024324247,0.045634658,0.085093518
4783,0.17824,0.22751,0.17163,0.23832,0.181,0.19,0.0275,0.1564,0.03472,0.11988,0.14,0.031,0.17286,0.19524,0.19094,0.20351,0.318,0.15601,0.22322,0.1574,0.22498,0.201,0.220079117,0.058895095,0.228773278,0.185747396
4784,0.35099,0.39156,0.36052,0.40727,0.261,0.371,0.03528,0.172,0.04016,0.16071,0.152,0.031,0.39825,0.35163,0.39915,0.35722,0.492,0.317,0.41292,0.34902,0.41786,0.288,0.402222274,0.047955596,0.438496712,0.426090191
4785,0.54587,0.58131,0.55966,0.58532,0.356,0.557,0.13663,0.18978,0.09246,0.21397,0.124,0.075,0.578,0.5748,0.56859,0.57657,0.631,0.44492,0.45855,0.47742,0.49115,0.472,0.549171356,0.066774349,0.595963954,0.441490543
4786,0.66125,0.69696,0.66459,0.69999,0.511,0.666,0.10075,0.11626,0.093,0.13806,0.172,0.083,0.66511,0.68503,0.68281,0.6857,0.731,0.6884,0.62188,0.68664,0.63853,0.636,0.683543158,0.040462769,0.70672538,0.601647671
4787,0.75042,0.76387,0.74582,0.765,0.693,0.74,0.04805,0.23865,0.04722,0.30021,0.197,0.112,0.73767,0.59981,0.74613,0.59027,0.788,0.50406,0.72102,0.48807,0.70968,0.681,0.75094566,0.176865397,0.763309162,0.481180607
4788,0.69671,0.748,0.69238,0.75775,0.766,0.705,0.22438,0.13666,0.21585,0.17006,0.333,0.22,0.74281,0.66033,0.77548,0.67651,0.802,0.198,0.72102,0.18408,0.73091,0.694,0.68220716,0.207711821,0.789715257,0.255540867
4789,0.72479,0.6909,0.76638,0.70257,0.742,0.721,0.13753,0.28572,0.12187,0.19504,0.582,0.152,0.77,0.65595,0.76224,0.64569,0.773,0.28557,0.6879,0.31351,0.70011,0.617,0.626459411,0.247368737,0.762912778,0.54222664
4790,0.66673,0.63015,0.68932,0.64476,0.644,0.625,0.21033,0.4887,0.25613,0.41056,0.635,0.236,0.73865,0.55887,0.7455,0.56845,0.706,0.1566,0.37214,0.2304,0.43233,0.346,0.509774506,0.351920754,0.685004656,0.279584604
4791,0.60325,0.53156,0.58749,0.539,0.462,0.531,0.15495,0.48599,0.12984,0.45164,0.592,0.219,0.65259,0.46,0.63797,0.47427,0.597,0.3433,0.15571,0.33918,0.22611,0.118,0.430963307,0.324968129,0.562891565,0.415065797
4792,0.30142,0.37022,0.35712,0.37687,0.247,0.338,0.43986,0.3414,0.40151,0.32023,0.459,0.375,0.50185,0.40676,0.50279,0.40511,0.45,0.45723,0.1227,0.45363,0.10762,0.084,0.171613118,0.328833523,0.387483255,0.349268577
4793,0.0633,0.22025,0.0867,0.21912,0.123,0.113,0.30089,0.19538,0.29138,0.18341,0.292,0.304,0.32132,0.23373,0.31672,0.23117,0.279,0.22328,0.14773,0.23402,0.10798,0.056,0.1139017,0.14353891,0.095908659,0.154797612
4794,0.11122,0.07279,0.12501,0.07411,0.062,0.116,0.1249,0.05835,0.12976,0.05702,0.128,0.164,0.11948,0.06118,0.12301,0.06052,0.11,0.13455,0.08104,0.12345,0.07677,0.029,0.06220771,0.068644469,0.028820171,0.078133468
4795,0.00765,0.02344,0.03198,0.02605,0.021,0.035,0.0554,0.02267,0.05064,0.02187,0.047,0.069,0.04261,0.02238,0.04032,0.02206,0.034,0.05173,0.03076,0.05405,0.03006,0.008,0.020226649,0.02590454,0.014180378,0.021181735
4796,0.00771,0.00038,0.00831,0.00054,0,0.006,0.00874,0.00084,0.00874,0.00071,0.001,0.017,0.00859,0.00102,0.00859,0.00083,0.001,0.00609,0.00077,0.00727,0.00079,0,0.001034656,0.001760104,0.001911363,0.001354067
4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4805,0.0024,0.01311,0.0024,0.01341,0.005,0.001,0,0.01095,0,0.01156,0.03,0.003,0.00304,0.01042,0.00304,0.01079,0.025,0,0.0017,0,0.00211,0.007,0.013408137,0.017611019,0.010947731,0.016648052
4806,0.04661,0.07275,0.05229,0.07624,0.033,0.051,0.05276,0.07961,0.05165,0.08064,0.132,0.078,0.05376,0.07824,0.05244,0.07924,0.135,0.0027,0.01345,0.0027,0.01054,0.07,0.03112062,0.068924992,0.049011368,0.044053847
4807,0.04797,0.21304,0.08919,0.22302,0.101,0.095,0.21747,0.23457,0.21429,0.24346,0.266,0.258,0.21321,0.25777,0.2122,0.25997,0.318,0.01783,0.11394,0.01492,0.09689,0.178,0.137930854,0.237315632,0.239022154,0.055899017
4808,0.02119,0.34276,0.19047,0.36193,0.296,0.195,0.42058,0.36734,0.41075,0.39426,0.4,0.431,0.40666,0.43911,0.40463,0.44199,0.491,0.15707,0.13058,0.14622,0.12109,0.217,0.311592674,0.470967886,0.442967174,0.16156379
4809,0.44758,0.48049,0.47238,0.4872,0.445,0.494,0.4721,0.44197,0.42174,0.42669,0.44,0.461,0.57587,0.58109,0.55185,0.56542,0.626,0.24865,0.13866,0.23301,0.10846,0.284,0.473673553,0.434901214,0.5883348,0.208572496
4810,0.35617,0.555,0.32765,0.53923,0.392,0.351,0.41185,0.36938,0.50346,0.44828,0.314,0.45,0.68065,0.68039,0.65862,0.65487,0.722,0.3715,0.41671,0.34243,0.34962,0.379,0.233214,0.379885781,0.681224681,0.365375647
4811,0.3955,0.55384,0.36074,0.55709,0.261,0.263,0.16249,0.18704,0.21341,0.24566,0.304,0.244,0.74561,0.73873,0.7453,0.73921,0.775,0.36433,0.51193,0.43344,0.49998,0.57,0.215846788,0.267692615,0.74240896,0.514590857
4812,0.15969,0.56418,0.19173,0.56885,0.24,0.344,0.21963,0.0523,0.19507,0.04792,0.348,0.228,0.79584,0.75612,0.78728,0.75603,0.788,0.76908,0.58113,0.66372,0.62373,0.693,0.41952677,0.198610291,0.751667274,0.491607261
4813,0.47002,0.40162,0.3398,0.41807,0.212,0.492,0.11337,0.07263,0.11763,0.07385,0.375,0.156,0.79001,0.73013,0.77451,0.72878,0.758,0.62417,0.5384,0.45194,0.56924,0.704,0.507440679,0.119051486,0.704394594,0.550182579
4814,0.48708,0.23958,0.38657,0.29559,0.289,0.376,0.12449,0.05485,0.18216,0.06268,0.375,0.151,0.71743,0.66378,0.72687,0.66279,0.69,0.69915,0.57867,0.72549,0.55945,0.59,0.506590643,0.250974358,0.641819318,0.67674273
4815,0.29322,0.04408,0.38828,0.05733,0.283,0.303,0.09991,0.06772,0.10161,0.04644,0.36,0.139,0.63844,0.55407,0.6211,0.55305,0.582,0.46481,0.38607,0.55917,0.40615,0.419,0.349598945,0.168998474,0.530548322,0.263854179
4816,0.25876,0.02805,0.24458,0.02394,0.271,0.211,0.10245,0.04609,0.15807,0.03469,0.31,0.152,0.47968,0.40833,0.4839,0.40638,0.437,0.20636,0.20313,0.182,0.24744,0.277,0.112910643,0.087022285,0.361677295,0.188862629
4817,0.18258,0.12482,0.08831,0.10147,0.21,0.109,0.08959,0.0611,0.15901,0.04994,0.21,0.105,0.30824,0.22882,0.30337,0.22738,0.27,0.04585,0.12192,0.13045,0.11178,0.151,0.14186103,0.107129084,0.119659854,0.043045709
4818,0.07686,0.07625,0.05102,0.07702,0.1,0.048,0.12977,0.03658,0.13305,0.02834,0.114,0.124,0.12181,0.05887,0.12289,0.0583,0.108,0.11104,0.05718,0.09928,0.05344,0.098,0.045400425,0.060915634,0.049693962,0.054755451
4819,0.00338,0.02094,0.00338,0.01629,0.027,0.008,0.056,0.01791,0.05521,0.01631,0.041,0.066,0.04631,0.02166,0.04556,0.0212,0.035,0.05635,0.01837,0.05475,0.01791,0.045,0.016532761,0.021802871,0.020197235,0.029267131
4820,0,0,0,0,0,0,0.00622,0,0.00396,0,0.001,0.01,0.0072,0.0008,0.0078,0.00064,0.001,0.00812,0.00029,0.0069,0,0.001,0.000263029,0.000909187,0.002383797,0.000482108
4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4829,0,0.01067,0.00062,0.011,0.003,0,0,0.00268,0,0.00145,0.024,0.003,0.00243,0.00963,0.00346,0.01004,0.026,0.00066,0.00951,0,0.00977,0.024,0.007907836,0.011904665,0.008058506,0.013603134
4830,0.01075,0.0638,0.01787,0.06083,0.022,0.012,0.05334,0.04139,0.04867,0.03845,0.134,0.075,0.05027,0.07652,0.04871,0.0774,0.137,0.0538,0.07283,0.05317,0.06882,0.115,0.033065128,0.061379287,0.042786849,0.060172046
4831,0.03555,0.05805,0.03158,0.05239,0.053,0.034,0.14068,0.20589,0.14394,0.19945,0.325,0.171,0.21275,0.26041,0.2115,0.26214,0.322,0.20178,0.20934,0.19452,0.2142,0.29,0.044210511,0.158574503,0.241032951,0.215520432
4832,0.06425,0.13656,0.07605,0.11211,0.096,0.088,0.4111,0.39468,0.41423,0.36295,0.508,0.397,0.4057,0.44695,0.40356,0.44855,0.498,0.40766,0.43625,0.41745,0.43672,0.488,0.115774184,0.45620674,0.45233921,0.436616144
4833,0.15336,0.1899,0.08281,0.15648,0.141,0.146,0.58528,0.58534,0.58622,0.57338,0.653,0.581,0.58309,0.59867,0.57213,0.59982,0.634,0.56785,0.57364,0.566,0.56541,0.644,0.147931793,0.601699815,0.602198924,0.583979921
4834,0.11852,0.24042,0.08777,0.20985,0.184,0.136,0.71652,0.69613,0.72152,0.6998,0.754,0.705,0.69481,0.70525,0.70062,0.70638,0.726,0.66497,0.68601,0.69109,0.6868,0.755,0.150428923,0.743089179,0.708514869,0.578007308
4835,0.17651,0.21961,0.11923,0.16658,0.191,0.122,0.79068,0.61337,0.77977,0.61757,0.808,0.774,0.77074,0.76622,0.76162,0.76798,0.775,0.71902,0.74604,0.74953,0.74564,0.814,0.045718048,0.795434886,0.77233077,0.68584516
4836,0.06072,0.17967,0.04913,0.15272,0.159,0.072,0.81197,0.7182,0.8131,0.70765,0.819,0.795,0.81107,0.77782,0.80116,0.78061,0.782,0.77992,0.77763,0.79457,0.74946,0.827,0.064341403,0.816143437,0.693552827,0.657258815
4837,0.14279,0.23055,0.21832,0.20004,0.134,0.176,0.76817,0.64901,0.77349,0.59489,0.788,0.759,0.80704,0.74613,0.78105,0.7478,0.747,0.79052,0.6556,0.77122,0.67394,0.797,0.135830392,0.733945798,0.743871501,0.646797206
4838,0.13816,0.11737,0.14673,0.11506,0.114,0.176,0.73054,0.64959,0.71568,0.65217,0.715,0.651,0.70769,0.65389,0.69115,0.66227,0.672,0.73136,0.42812,0.7577,0.44689,0.726,0.18706424,0.724728442,0.554838172,0.687141042
4839,0.15167,0.14904,0.08165,0.11138,0.105,0.149,0.22548,0.53287,0.41454,0.51836,0.601,0.349,0.59543,0.48865,0.53443,0.49617,0.557,0.63397,0.37416,0.645,0.37269,0.611,0.070619932,0.399435264,0.375638662,0.573234395
4840,0.2779,0.16258,0.1189,0.12276,0.094,0.126,0.26848,0.41388,0.32568,0.39978,0.448,0.322,0.13214,0.25401,0.07245,0.2649,0.266,0.4915,0.3149,0.50031,0.33802,0.459,0.025308948,0.311332911,0.109566217,0.391647071
4841,0.05386,0.06995,0.04486,0.0509,0.084,0.045,0.30384,0.21993,0.30254,0.21991,0.275,0.298,0.05109,0.09163,0.05188,0.08376,0.106,0.31252,0.21652,0.31809,0.22205,0.281,0.014880248,0.13045253,0.058446994,0.120574573
4842,0.01699,0.0293,0.01772,0.02789,0.074,0.02,0.13421,0.0629,0.13364,0.06266,0.11,0.161,0.05371,0.05403,0.05771,0.05834,0.047,0.12733,0.07737,0.13259,0.0733,0.11,0.018921025,0.07303469,0.084072175,0.047062718
4843,0.0093,0.01143,0.00805,0.00821,0.036,0.021,0.04967,0.02159,0.05356,0.0201,0.035,0.071,0.00328,0.02085,0.02723,0.01957,0.016,0.0446,0.02563,0.04927,0.0253,0.035,0.004059313,0.033445541,0.057656235,0.042097933
4844,0.00746,0,0.00746,0,0,0.014,0.00677,0.00059,0.00677,0.00047,0.001,0.012,0,0.00054,0,0.00033,0,0.00451,0.00058,0.00623,0.0006,0.001,0,0.00175047,0.007798481,0.002559023
4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853,0,0.00685,0,0.00768,0.018,0,0,0.00705,0,0.0062,0.024,0.003,0.00104,0.01045,0.00104,0.01173,0.025,0.00246,0.00608,0.00246,0.00576,0.026,0.010731072,0.012782402,0.013730675,0.006309452
4854,0.01216,0.06633,0.0419,0.06622,0.096,0.031,0.04593,0.06655,0.05212,0.06006,0.132,0.082,0.0513,0.07436,0.05157,0.07563,0.124,0.04721,0.07009,0.04533,0.06602,0.129,0.058869036,0.056097804,0.061081436,0.047920832
4855,0.15654,0.22227,0.18422,0.23323,0.266,0.189,0.21455,0.24511,0.21402,0.24397,0.317,0.255,0.19328,0.21551,0.19241,0.21624,0.293,0.21395,0.23292,0.20961,0.2302,0.307,0.192880964,0.243695238,0.214793038,0.225059216
4856,0.39092,0.39734,0.38262,0.4056,0.471,0.382,0.40846,0.4146,0.41147,0.40966,0.496,0.429,0.37198,0.39529,0.36615,0.40449,0.469,0.14879,0.44269,0.28205,0.44108,0.463,0.351566123,0.449200325,0.406025792,0.240989695
4857,0.53822,0.5185,0.52849,0.5322,0.624,0.523,0.53313,0.44724,0.57099,0.47677,0.638,0.536,0.53795,0.57353,0.53669,0.56601,0.606,0.45838,0.54182,0.25905,0.55089,0.572,0.660424321,0.521880272,0.539275909,0.408695221
4858,0.65871,0.66173,0.675,0.63504,0.729,0.66,0.56302,0.58573,0.49612,0.60813,0.732,0.514,0.65811,0.69178,0.65294,0.69455,0.708,0.68228,0.65312,0.6896,0.67441,0.657,0.664107537,0.406337876,0.622629852,0.688543635
4859,0.75943,0.69841,0.76529,0.68599,0.788,0.75,0.52625,0.5376,0.41299,0.55741,0.789,0.517,0.70023,0.74858,0.69948,0.75158,0.761,0.76783,0.67051,0.771,0.61587,0.765,0.768214418,0.450891476,0.698124288,0.730560714
4860,0.79567,0.73015,0.78835,0.73589,0.801,0.774,0.32873,0.58409,0.38972,0.58946,0.812,0.452,0.76858,0.73794,0.74312,0.73499,0.764,0.79693,0.68199,0.7817,0.70852,0.766,0.791123655,0.688234148,0.715369461,0.683222643
4861,0.78679,0.713,0.78813,0.71596,0.767,0.765,0.3542,0.5672,0.56461,0.55907,0.785,0.429,0.73664,0.6983,0.71238,0.67375,0.715,0.63962,0.63788,0.69605,0.65648,0.681,0.771444544,0.564027241,0.732656821,0.593233796
4862,0.72061,0.61288,0.7053,0.58963,0.693,0.703,0.51525,0.43883,0.47469,0.41878,0.713,0.478,0.46212,0.59468,0.47102,0.59074,0.633,0.32984,0.44634,0.24684,0.51209,0.549,0.685807444,0.56287556,0.607245397,0.27072823
4863,0.62311,0.53309,0.6235,0.52379,0.578,0.603,0.53111,0.39753,0.45494,0.40173,0.601,0.464,0.53532,0.3601,0.51667,0.37099,0.492,0.10997,0.38609,0.0598,0.4302,0.385,0.540990755,0.436356102,0.40751546,0.18847429
4864,0.48137,0.36145,0.46023,0.35515,0.43,0.47,0.4192,0.3149,0.47028,0.29691,0.446,0.426,0.36431,0.27466,0.33933,0.27816,0.402,0.25407,0.23843,0.37143,0.25558,0.285,0.334815839,0.379292664,0.325947273,0.176460764
4865,0.3016,0.19899,0.30661,0.19485,0.265,0.315,0.32014,0.18077,0.31873,0.15839,0.278,0.323,0.27216,0.16396,0.27322,0.16399,0.26,0.24602,0.15359,0.13091,0.16209,0.138,0.116711214,0.119558092,0.133050968,0.078307432
4866,0.13085,0.06433,0.12907,0.06325,0.111,0.161,0.0985,0.05585,0.13273,0.05689,0.11,0.144,0.12167,0.07901,0.12595,0.07612,0.112,0.11831,0.05549,0.12466,0.05518,0.052,0.051961039,0.073223695,0.048886862,0.01901196
4867,0.04256,0.01865,0.03951,0.01868,0.038,0.068,0.04252,0.01794,0.04874,0.01928,0.036,0.061,0.04797,0.02188,0.05106,0.02039,0.024,0.00505,0.01305,0.00505,0.01278,0.009,0.020127106,0.025886937,0.022131237,0.047006065
4868,0.00554,0.00029,0.00554,0.00019,0,0.012,0.00685,0.00017,0.00745,3.00E-05,0,0.008,0.00673,0.00022,0.00673,0,0,0.00102,0,0,0,0,0.002100435,0.000309741,0.001332338,0.000966248
4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,0,0.00984,0,0.01062,0.022,0.001,0.00065,0.00776,0.00107,0.00811,0.026,0.004,0,0.00865,0,0.00974,0.006,0,0.00592,0.00065,0.00592,0.026,0.017432603,0.012809589,0,0.006808877
4878,0.04993,0.07249,0.05065,0.07317,0.116,0.065,0.04839,0.07058,0.04639,0.07101,0.127,0.082,0.02795,0.06601,0.04966,0.06475,0.036,0.04188,0.05894,0.04796,0.06282,0.131,0.05401931,0.048954321,0.008334347,0.043183347
4879,0.20572,0.2474,0.21306,0.24974,0.265,0.236,0.21708,0.21362,0.21756,0.19648,0.307,0.247,0.01074,0.13115,0.01074,0.10734,0.078,0.18672,0.1909,0.20782,0.20386,0.297,0.252086095,0.165144643,0.03984009,0.258919675
