time,P,G(i),H_sun,T2m,WS10m,Int,P_kW
20190104:1610,0.0,0.0,0.0,1.11,0.97,0.0,0.0
20190104:1710,0.0,0.0,0.0,0.56,0.9,0.0,0.0
20190104:1810,0.0,0.0,0.0,0.39,0.9,0.0,0.0
20190104:1910,0.0,0.0,0.0,1.07,0.83,0.0,0.0
20190104:2010,0.0,0.0,0.0,0.73,0.62,0.0,0.0
20190104:2110,0.0,0.0,0.0,0.25,0.48,0.0,0.0
20190104:2210,0.0,0.0,0.0,-0.4,1.03,0.0,0.0
20190104:2310,0.0,0.0,0.0,-1.32,1.24,0.0,0.0
20190105:0010,0.0,0.0,0.0,-1.11,1.24,0.0,0.0
20190105:0110,0.0,0.0,0.0,-0.98,1.24,0.0,0.0
20190105:0210,0.0,0.0,0.0,-0.6,1.03,0.0,0.0
20190105:0310,0.0,0.0,0.0,-0.42,0.9,0.0,0.0
20190105:0410,0.0,0.0,0.0,-0.59,0.9,0.0,0.0
20190105:0510,0.0,0.0,0.0,-0.52,0.83,0.0,0.0
20190105:0610,0.0,0.0,0.0,-0.48,0.83,0.0,0.0
20190105:0710,0.0,0.0,0.0,-1.58,0.97,0.0,0.0
20190105:0810,156.81,212.56,7.94,-0.93,0.83,0.0,0.15681
20190105:0910,349.26,407.23,14.79,0.84,0.76,0.0,0.34926
20190105:1010,491.27,576.66,19.66,4.12,0.69,0.0,0.49127
20190105:1110,569.87,685.32,22.09,5.8,0.41,0.0,0.56987
20190105:1210,580.85,708.68,21.82,7.03,0.14,0.0,0.58085
20190105:1310,566.55,684.59,18.86,7.59,0.55,0.0,0.56655
20190105:1410,475.64,563.76,13.55,7.2,0.55,0.0,0.47564
20190105:1510,281.58,331.37,6.36,6.18,0.41,0.0,0.28158
20190105:1610,0.0,0.0,0.0,4.67,0.62,0.0,0.0
20190105:1710,0.0,0.0,0.0,2.43,1.1,0.0,0.0
20190105:1810,0.0,0.0,0.0,1.03,1.24,0.0,0.0
20190105:1910,0.0,0.0,0.0,0.88,1.45,0.0,0.0
20190105:2010,0.0,0.0,0.0,0.53,1.45,0.0,0.0
20190105:2110,0.0,0.0,0.0,-0.03,1.52,0.0,0.0
20190105:2210,0.0,0.0,0.0,-0.2,1.52,0.0,0.0
20190105:2310,0.0,0.0,0.0,-0.15,1.38,0.0,0.0
20190106:0010,0.0,0.0,0.0,-0.16,1.24,0.0,0.0
20190106:0110,0.0,0.0,0.0,-0.77,1.31,0.0,0.0
20190106:0210,0.0,0.0,0.0,-1.22,1.38,0.0,0.0
20190106:0310,0.0,0.0,0.0,-1.58,1.31,0.0,0.0
20190106:0410,0.0,0.0,0.0,-2.01,1.45,0.0,0.0
20190106:0510,0.0,0.0,0.0,-2.28,1.59,0.0,0.0
20190106:0610,0.0,0.0,0.0,-2.29,1.52,0.0,0.0
20190106:0710,0.0,0.0,0.0,-1.69,1.52,0.0,0.0
20190106:0810,140.68,188.32,7.98,-1.24,1.38,0.0,0.14068
20190106:0910,352.46,411.03,14.85,1.57,1.17,0.0,0.35246
20190106:1010,498.46,585.64,19.75,5.0,1.03,0.0,0.49845999999999996
20190106:1110,566.9,685.23,22.2,7.53,0.62,0.0,0.5669
20190106:1210,590.24,728.35,21.94,8.83,0.21,0.0,0.59024
20190106:1310,554.61,679.89,19.0,9.42,0.21,0.0,0.55461
20190106:1410,463.28,555.33,13.7,9.14,0.34,0.0,0.46327999999999997
20190106:1510,297.62,354.48,6.52,8.42,0.21,0.0,0.29762
20190106:1610,0.0,0.0,0.0,7.41,0.48,0.0,0.0
20190106:1710,0.0,0.0,0.0,5.54,1.24,0.0,0.0
20190106:1810,0.0,0.0,0.0,2.3,1.72,0.0,0.0
20190106:1910,0.0,0.0,0.0,2.06,1.66,0.0,0.0
20190106:2010,0.0,0.0,0.0,1.25,1.66,0.0,0.0
20190106:2110,0.0,0.0,0.0,0.92,1.45,0.0,0.0
20190106:2210,0.0,0.0,0.0,0.16,1.45,0.0,0.0
20190106:2310,0.0,0.0,0.0,-0.94,1.66,0.0,0.0
20190107:0010,0.0,0.0,0.0,-1.84,1.72,0.0,0.0
20190107:0110,0.0,0.0,0.0,-2.21,1.66,0.0,0.0
20190107:0210,0.0,0.0,0.0,-2.19,1.59,0.0,0.0
20190107:0310,0.0,0.0,0.0,-2.11,1.59,0.0,0.0
20190107:0410,0.0,0.0,0.0,-2.19,1.66,0.0,0.0
20190107:0510,0.0,0.0,0.0,-2.17,1.66,0.0,0.0
20190107:0610,0.0,0.0,0.0,-1.84,1.59,0.0,0.0
20190107:0710,0.0,0.0,0.0,0.23,0.9,0.0,0.0
20190107:0810,140.25,189.03,8.03,-0.04,1.1,0.0,0.14025
20190107:0910,350.8,412.45,14.92,2.68,0.83,0.0,0.3508
20190107:1010,488.56,582.06,19.84,6.24,0.41,0.0,0.48856
20190107:1110,562.1,686.6,22.32,8.4,0.28,0.0,0.5621
20190107:1210,595.29,729.99,22.08,9.34,0.69,0.0,0.59529
20190107:1310,568.41,689.21,19.15,9.47,0.97,0.0,0.56841
20190107:1410,482.9,574.84,13.85,9.11,1.03,0.0,0.4829
20190107:1510,311.51,366.56,6.67,7.62,1.17,0.0,0.31151
20190107:1610,0.0,0.0,0.0,5.17,1.31,0.0,0.0
20190107:1710,0.0,0.0,0.0,5.25,1.1,0.0,0.0
20190107:1810,0.0,0.0,0.0,4.34,1.1,0.0,0.0
20190107:1910,0.0,0.0,0.0,2.79,1.38,0.0,0.0
20190107:2010,0.0,0.0,0.0,2.51,1.31,0.0,0.0
20190107:2110,0.0,0.0,0.0,2.76,1.17,0.0,0.0
20190107:2210,0.0,0.0,0.0,2.36,1.03,0.0,0.0
20190107:2310,0.0,0.0,0.0,2.02,0.9,0.0,0.0
20190108:0010,0.0,0.0,0.0,1.69,0.9,0.0,0.0
20190108:0110,0.0,0.0,0.0,1.42,0.76,0.0,0.0
20190108:0210,0.0,0.0,0.0,1.14,0.55,0.0,0.0
20190108:0310,0.0,0.0,0.0,0.94,0.34,0.0,0.0
20190108:0410,0.0,0.0,0.0,0.74,0.34,0.0,0.0
20190108:0510,0.0,0.0,0.0,0.5,0.55,0.0,0.0
20190108:0610,0.0,0.0,0.0,-0.33,0.97,0.0,0.0
20190108:0710,0.0,0.0,0.0,-0.27,0.83,0.0,0.0
20190108:0810,78.51,108.03,8.09,0.44,0.69,0.0,0.07851000000000001
20190108:0910,251.55,293.72,15.0,1.34,0.41,0.0,0.25155
20190108:1010,459.38,536.57,19.94,3.95,0.62,0.0,0.45938
20190108:1110,514.52,607.2,22.44,5.47,0.76,0.0,0.51452
20190108:1210,617.68,750.14,22.22,6.42,0.62,0.0,0.6176799999999999
20190108:1310,586.98,709.98,19.3,6.89,0.55,0.0,0.5869800000000001
20190108:1410,299.19,347.95,14.01,6.84,0.62,0.0,0.29919
20190108:1510,311.05,363.95,6.83,5.74,0.69,0.0,0.31105
20190108:1610,0.0,0.0,0.0,4.99,0.48,0.0,0.0
20190108:1710,0.0,0.0,0.0,4.05,0.62,0.0,0.0
20190108:1810,0.0,0.0,0.0,3.01,0.9,0.0,0.0
20190108:1910,0.0,0.0,0.0,1.59,1.24,0.0,0.0
20190108:2010,0.0,0.0,0.0,0.59,1.24,0.0,0.0
20190108:2110,0.0,0.0,0.0,-0.32,1.31,0.0,0.0
20190108:2210,0.0,0.0,0.0,-0.62,1.31,0.0,0.0
20190108:2310,0.0,0.0,0.0,-0.83,1.31,0.0,0.0
20190109:0010,0.0,0.0,0.0,-1.41,1.59,0.0,0.0
20190109:0110,0.0,0.0,0.0,-2.15,1.72,0.0,0.0
20190109:0210,0.0,0.0,0.0,-2.15,1.66,0.0,0.0
20190109:0310,0.0,0.0,0.0,-2.08,1.59,0.0,0.0
20190109:0410,0.0,0.0,0.0,-2.52,1.66,0.0,0.0
20190109:0510,0.0,0.0,0.0,-2.4,1.59,0.0,0.0
20190109:0610,0.0,0.0,0.0,-2.46,1.52,0.0,0.0
20190109:0710,0.0,0.0,0.0,-2.56,1.72,0.0,0.0
20190109:0810,151.89,202.32,8.15,-2.35,1.66,0.0,0.15189
20190109:0910,376.79,437.88,15.08,0.86,1.45,0.0,0.37679
20190109:1010,515.64,602.68,20.04,4.82,1.59,0.0,0.51564
20190109:1110,371.91,429.67,22.57,6.88,1.93,0.0,0.37191
20190109:1210,633.34,752.23,22.37,8.16,2.76,0.0,0.63334
20190109:1310,604.87,712.11,19.46,8.48,3.17,0.0,0.60487
20190109:1410,514.26,599.8,14.18,7.86,2.62,0.0,0.5142599999999999
20190109:1510,316.84,368.27,7.0,6.53,2.07,0.0,0.31683999999999996
20190109:1610,0.0,0.0,0.0,3.88,2.14,0.0,0.0
20190109:1710,0.0,0.0,0.0,0.53,2.21,0.0,0.0
20190109:1810,0.0,0.0,0.0,-1.19,2.14,0.0,0.0
20190109:1910,0.0,0.0,0.0,0.21,1.45,0.0,0.0
20190109:2010,0.0,0.0,0.0,-0.45,1.45,0.0,0.0
20190109:2110,0.0,0.0,0.0,-1.39,1.52,0.0,0.0
20190109:2210,0.0,0.0,0.0,-2.17,1.59,0.0,0.0
20190109:2310,0.0,0.0,0.0,-2.61,1.59,0.0,0.0
20190110:0010,0.0,0.0,0.0,-2.95,1.66,0.0,0.0
20190110:0110,0.0,0.0,0.0,-3.46,1.79,0.0,0.0
20190110:0210,0.0,0.0,0.0,-4.02,2.0,0.0,0.0
20190110:0310,0.0,0.0,0.0,-4.16,2.0,0.0,0.0
20190110:0410,0.0,0.0,0.0,-3.73,1.79,0.0,0.0
20190110:0510,0.0,0.0,0.0,-2.4,1.31,0.0,0.0
20190110:0610,0.0,0.0,0.0,-2.14,1.24,0.0,0.0
20190110:0710,0.0,0.0,0.0,-0.63,1.03,0.0,0.0
20190110:0810,163.83,220.03,8.22,-1.7,1.31,0.0,0.16383
20190110:0910,372.8,432.94,15.17,0.01,0.97,0.0,0.3728
20190110:1010,519.05,610.6,20.16,3.3,0.62,0.0,0.5190499999999999
20190110:1110,594.71,720.3,22.71,5.07,0.21,0.0,0.5947100000000001
20190110:1210,619.14,761.39,22.52,6.15,0.07,0.0,0.61914
20190110:1310,588.15,715.54,19.63,6.69,0.28,0.0,0.58815
20190110:1410,506.27,604.09,14.35,6.7,0.34,0.0,0.50627
20190110:1510,351.91,413.49,7.17,6.1,0.55,0.0,0.35191
20190110:1610,0.0,0.0,0.0,5.37,0.62,0.0,0.0
20190110:1710,0.0,0.0,0.0,4.53,0.41,0.0,0.0
20190110:1810,0.0,0.0,0.0,3.47,0.76,0.0,0.0
20190110:1910,0.0,0.0,0.0,2.72,0.97,0.0,0.0
20190110:2010,0.0,0.0,0.0,0.15,1.03,0.0,0.0
20190110:2110,0.0,0.0,0.0,-1.08,1.1,0.0,0.0
20190110:2210,0.0,0.0,0.0,-1.61,1.1,0.0,0.0
20190110:2310,0.0,0.0,0.0,-2.11,1.17,0.0,0.0
20190111:0010,0.0,0.0,0.0,-2.04,1.1,0.0,0.0
20190111:0110,0.0,0.0,0.0,-2.38,1.03,0.0,0.0
20190111:0210,0.0,0.0,0.0,-3.11,1.1,0.0,0.0
20190111:0310,0.0,0.0,0.0,-3.57,1.17,0.0,0.0
20190111:0410,0.0,0.0,0.0,-3.61,1.24,0.0,0.0
20190111:0510,0.0,0.0,0.0,-3.75,1.31,0.0,0.0
20190111:0610,0.0,0.0,0.0,-3.84,1.31,0.0,0.0
20190111:0710,0.0,0.0,0.0,-3.28,1.1,0.0,0.0
20190111:0810,158.75,211.85,8.29,-2.62,1.03,0.0,0.15875
20190111:0910,372.38,432.73,15.27,-0.38,0.69,0.0,0.37238
20190111:1010,522.05,616.28,20.28,3.01,0.34,0.0,0.5220499999999999
20190111:1110,591.74,710.33,22.85,4.64,0.48,0.0,0.59174
20190111:1210,604.3,724.26,22.68,5.43,0.9,0.0,0.6043
20190111:1310,582.76,691.64,19.8,5.74,1.24,0.0,0.58276
20190111:1410,328.35,377.47,14.53,5.45,1.24,0.0,0.32835000000000003
20190111:1510,229.88,268.54,7.35,4.67,0.83,0.0,0.22988
20190111:1610,0.0,0.0,0.0,3.36,0.62,0.0,0.0
20190111:1710,0.0,0.0,0.0,2.83,0.34,0.0,0.0
20190111:1810,0.0,0.0,0.0,2.3,0.41,0.0,0.0
20190111:1910,0.0,0.0,0.0,2.65,0.69,0.0,0.0
20190111:2010,0.0,0.0,0.0,1.41,0.69,0.0,0.0
20190111:2110,0.0,0.0,0.0,0.57,0.83,0.0,0.0
20190111:2210,0.0,0.0,0.0,-0.42,1.03,0.0,0.0
20190111:2310,0.0,0.0,0.0,-0.99,1.1,0.0,0.0
20190112:0010,0.0,0.0,0.0,-1.18,1.1,0.0,0.0
20190112:0110,0.0,0.0,0.0,-0.84,1.03,0.0,0.0
20190112:0210,0.0,0.0,0.0,-0.98,1.03,0.0,0.0
20190112:0310,0.0,0.0,0.0,-1.09,0.97,0.0,0.0
20190112:0410,0.0,0.0,0.0,-0.69,0.83,0.0,0.0
20190112:0510,0.0,0.0,0.0,-0.57,0.83,0.0,0.0
20190112:0610,0.0,0.0,0.0,-1.06,0.97,0.0,0.0
20190112:0710,0.0,0.0,0.0,-1.05,1.1,0.0,0.0
20190112:0810,141.93,190.94,8.38,-0.64,1.1,0.0,0.14193
20190112:0910,348.97,407.16,15.37,1.26,0.83,0.0,0.34897
20190112:1010,521.71,620.76,20.41,5.11,0.48,0.0,0.52171
20190112:1110,569.23,694.91,23.0,7.21,0.07,0.0,0.56923
20190112:1210,596.12,735.42,22.85,8.5,0.21,0.0,0.59612
20190112:1310,578.05,707.77,19.98,9.2,0.48,0.0,0.57805
20190112:1410,489.87,587.37,14.71,9.17,0.62,0.0,0.48987
20190112:1510,331.28,391.77,7.53,8.32,0.76,0.0,0.33127999999999996
20190112:1610,0.0,0.0,0.0,6.98,0.62,0.0,0.0
20190112:1710,0.0,0.0,0.0,6.39,0.41,0.0,0.0
20190112:1810,0.0,0.0,0.0,5.91,0.69,0.0,0.0
20190112:1910,0.0,0.0,0.0,4.2,0.9,0.0,0.0
20190112:2010,0.0,0.0,0.0,2.03,1.1,0.0,0.0
20190112:2110,0.0,0.0,0.0,0.84,1.31,0.0,0.0
20190112:2210,0.0,0.0,0.0,0.26,1.45,0.0,0.0
20190112:2310,0.0,0.0,0.0,-0.07,1.45,0.0,0.0
20190113:0010,0.0,0.0,0.0,-1.24,1.72,0.0,0.0
20190113:0110,0.0,0.0,0.0,-1.1,1.66,0.0,0.0
20190113:0210,0.0,0.0,0.0,0.0,1.24,0.0,0.0
20190113:0310,0.0,0.0,0.0,0.4,1.1,0.0,0.0
20190113:0410,0.0,0.0,0.0,0.16,1.17,0.0,0.0
20190113:0510,0.0,0.0,0.0,0.15,1.24,0.0,0.0
20190113:0610,0.0,0.0,0.0,-0.05,1.31,0.0,0.0
20190113:0710,0.0,0.0,0.0,0.45,1.1,0.0,0.0
20190113:0810,97.0,131.7,8.46,0.96,1.03,0.0,0.097
20190113:0910,344.21,405.62,15.49,3.14,0.69,0.0,0.34420999999999996
20190113:1010,489.03,580.85,20.54,6.16,0.55,0.0,0.48902999999999996
20190113:1110,559.23,682.04,23.16,8.3,0.28,0.0,0.55923
20190113:1210,588.19,721.62,23.03,9.51,0.62,0.0,0.5881900000000001
20190113:1310,565.94,689.57,20.16,10.06,0.83,0.0,0.5659400000000001
20190113:1410,390.2,461.81,14.9,9.78,0.69,0.0,0.3902
20190113:1510,338.34,400.32,7.72,8.32,0.69,0.0,0.33834
20190113:1610,0.0,0.0,0.0,7.51,0.34,0.0,0.0
20190113:1710,0.0,0.0,0.0,6.62,0.28,0.0,0.0
20190113:1810,0.0,0.0,0.0,5.72,0.69,0.0,0.0
20190113:1910,0.0,0.0,0.0,5.9,0.83,0.0,0.0
20190113:2010,0.0,0.0,0.0,5.07,0.9,0.0,0.0
20190113:2110,0.0,0.0,0.0,1.27,1.59,0.0,0.0
20190113:2210,0.0,0.0,0.0,2.5,1.24,0.0,0.0
20190113:2310,0.0,0.0,0.0,1.8,1.52,0.0,0.0
20190114:0010,0.0,0.0,0.0,1.39,1.66,0.0,0.0
20190114:0110,0.0,0.0,0.0,0.85,1.86,0.0,0.0
20190114:0210,0.0,0.0,0.0,0.69,1.86,0.0,0.0
20190114:0310,0.0,0.0,0.0,1.48,1.72,0.0,0.0
20190114:0410,0.0,0.0,0.0,0.83,2.0,0.0,0.0
20190114:0510,0.0,0.0,0.0,0.33,2.28,0.0,0.0
20190114:0610,0.0,0.0,0.0,0.34,2.34,0.0,0.0
20190114:0710,0.0,0.0,0.0,1.04,2.48,0.0,0.0
20190114:0810,149.03,201.92,8.56,1.85,2.41,0.0,0.14903
20190114:0910,356.63,419.35,15.6,4.89,2.07,0.0,0.35663
20190114:1010,499.69,597.85,20.69,10.36,1.79,0.0,0.49969
20190114:1110,580.91,702.0,23.32,12.27,2.48,0.0,0.5809099999999999
20190114:1210,613.51,744.43,23.21,12.77,2.76,0.0,0.61351
20190114:1310,583.85,706.5,20.36,12.71,2.48,0.0,0.58385
20190114:1410,494.59,592.25,15.09,12.12,1.93,0.0,0.49459
20190114:1510,336.67,399.66,7.91,10.08,1.24,0.0,0.33667
20190114:1610,0.0,0.0,0.0,10.44,0.97,0.0,0.0
20190114:1710,0.0,0.0,0.0,9.15,1.24,0.0,0.0
20190114:1810,0.0,0.0,0.0,4.78,1.86,0.0,0.0
20190114:1910,0.0,0.0,0.0,2.87,1.93,0.0,0.0
20190114:2010,0.0,0.0,0.0,2.51,1.79,0.0,0.0
20190114:2110,0.0,0.0,0.0,0.76,1.93,0.0,0.0
20190114:2210,0.0,0.0,0.0,-0.51,2.07,0.0,0.0
20190114:2310,0.0,0.0,0.0,-1.3,2.14,0.0,0.0
20190115:0010,0.0,0.0,0.0,-1.61,2.14,0.0,0.0
20190115:0110,0.0,0.0,0.0,-1.81,2.14,0.0,0.0
20190115:0210,0.0,0.0,0.0,-2.02,2.07,0.0,0.0
20190115:0310,0.0,0.0,0.0,-1.86,1.86,0.0,0.0
20190115:0410,0.0,0.0,0.0,-1.65,1.66,0.0,0.0
20190115:0510,0.0,0.0,0.0,-1.48,1.52,0.0,0.0
20190115:0610,0.0,0.0,0.0,-1.9,1.59,0.0,0.0
20190115:0710,0.0,0.0,0.0,-1.53,1.59,0.0,0.0
20190115:0810,151.91,203.52,8.66,-1.04,1.45,0.0,0.15191
20190115:0910,356.06,418.17,15.73,2.47,0.76,0.0,0.35606
20190115:1010,498.74,596.33,20.84,5.97,0.21,0.0,0.49874
20190115:1110,571.18,700.18,23.5,7.82,0.07,0.0,0.5711799999999999
20190115:1210,612.46,759.74,23.4,8.66,0.21,0.0,0.61246
20190115:1310,579.91,710.98,20.55,9.06,0.41,0.0,0.5799099999999999
20190115:1410,490.89,586.85,15.29,9.01,0.76,0.0,0.49089
20190115:1510,359.92,424.9,8.1,8.12,0.9,0.0,0.35992
20190115:1610,0.0,0.0,0.0,5.71,1.1,0.0,0.0
20190115:1710,0.0,0.0,0.0,5.4,1.1,0.0,0.0
20190115:1810,0.0,0.0,0.0,4.83,1.24,0.0,0.0
20190115:1910,0.0,0.0,0.0,2.99,1.66,0.0,0.0
20190115:2010,0.0,0.0,0.0,2.23,1.59,0.0,0.0
20190115:2110,0.0,0.0,0.0,2.1,1.45,0.0,0.0
20190115:2210,0.0,0.0,0.0,1.67,1.31,0.0,0.0
20190115:2310,0.0,0.0,0.0,1.22,1.1,0.0,0.0
20190116:0010,0.0,0.0,0.0,0.93,0.97,0.0,0.0
20190116:0110,0.0,0.0,0.0,0.74,0.9,0.0,0.0
20190116:0210,0.0,0.0,0.0,0.3,0.97,0.0,0.0
20190116:0310,0.0,0.0,0.0,-0.25,1.1,0.0,0.0
20190116:0410,0.0,0.0,0.0,-0.38,1.1,0.0,0.0
20190116:0510,0.0,0.0,0.0,-0.51,1.03,0.0,0.0
20190116:0610,0.0,0.0,0.0,-0.49,0.97,0.0,0.0
20190116:0710,0.0,0.0,0.0,0.61,0.9,0.0,0.0
20190116:0810,148.23,200.89,8.77,1.0,0.76,0.0,0.14823
20190116:0910,353.86,414.45,15.86,1.34,0.41,0.0,0.35386
20190116:1010,499.37,590.57,20.99,4.36,0.34,0.0,0.49937
20190116:1110,584.2,705.61,23.67,5.95,0.41,0.0,0.5842
20190116:1210,619.11,753.91,23.59,7.04,0.69,0.0,0.61911
20190116:1310,588.26,712.0,20.75,7.64,0.76,0.0,0.58826
20190116:1410,500.32,593.79,15.49,7.54,0.83,0.0,0.50032
20190116:1510,348.95,409.72,8.3,7.02,0.76,0.0,0.34895
20190116:1610,0.0,0.0,0.0,5.37,0.97,0.0,0.0
20190116:1710,0.0,0.0,0.0,4.48,1.17,0.0,0.0
20190116:1810,0.0,0.0,0.0,3.55,1.31,0.0,0.0
20190116:1910,0.0,0.0,0.0,2.36,1.52,0.0,0.0
20190116:2010,0.0,0.0,0.0,2.13,1.52,0.0,0.0
20190116:2110,0.0,0.0,0.0,2.4,1.38,0.0,0.0
20190116:2210,0.0,0.0,0.0,2.73,1.24,0.0,0.0
20190116:2310,0.0,0.0,0.0,2.82,1.1,0.0,0.0
20190117:0010,0.0,0.0,0.0,3.15,0.97,0.0,0.0
20190117:0110,0.0,0.0,0.0,3.0,0.9,0.0,0.0
20190117:0210,0.0,0.0,0.0,3.55,0.69,0.0,0.0
