time,P,G(i),H_sun,T2m,WS10m,Int,P_kW
20200105:1130,524.66,634.29,22.31,8.49,0.28,0.0,0.52466
20200105:1230,529.0,639.5,21.14,9.38,0.55,0.0,0.529
20200105:1330,473.87,566.08,17.38,9.63,0.69,0.0,0.47387
20200105:1430,344.61,407.01,11.41,9.35,0.48,0.0,0.34461
20200105:1530,143.31,178.79,3.72,8.58,0.41,0.0,0.14331
20200105:1630,0.0,0.0,0.0,7.52,0.69,0.0,0.0
20200105:1730,0.0,0.0,0.0,6.77,1.03,0.0,0.0
20200105:1830,0.0,0.0,0.0,6.23,1.1,0.0,0.0
20200105:1930,0.0,0.0,0.0,5.29,1.38,0.0,0.0
20200105:2030,0.0,0.0,0.0,4.09,1.24,0.0,0.0
20200105:2130,0.0,0.0,0.0,3.43,0.97,0.0,0.0
20200105:2230,0.0,0.0,0.0,2.51,0.97,0.0,0.0
20200105:2330,0.0,0.0,0.0,1.56,1.03,0.0,0.0
20200106:0030,0.0,0.0,0.0,0.45,1.17,0.0,0.0
20200106:0130,0.0,0.0,0.0,0.31,1.1,0.0,0.0
20200106:0230,0.0,0.0,0.0,0.36,1.03,0.0,0.0
20200106:0330,0.0,0.0,0.0,-0.12,1.1,0.0,0.0
20200106:0430,0.0,0.0,0.0,-0.52,1.17,0.0,0.0
20200106:0530,0.0,0.0,0.0,-0.58,1.24,0.0,0.0
20200106:0630,0.0,0.0,0.0,-0.24,1.17,0.0,0.0
20200106:0730,3.85,12.89,2.46,0.44,0.9,0.0,0.00385
20200106:0830,183.71,228.56,10.39,0.0,0.97,0.0,0.18371
20200106:0930,356.75,411.74,16.68,1.37,0.62,0.0,0.35675
20200106:1030,479.58,564.3,20.83,4.02,0.14,0.0,0.47958
20200106:1130,540.75,645.78,22.42,5.28,0.21,0.0,0.54075
20200106:1230,546.26,651.68,21.27,5.98,0.48,0.0,0.54626
20200106:1330,487.19,573.44,17.52,6.34,0.69,0.0,0.48719
20200106:1430,357.16,414.47,11.56,6.16,0.76,0.0,0.35716000000000003
20200106:1530,150.72,184.33,3.87,5.39,0.62,0.0,0.15072
20200106:1630,0.0,0.0,0.0,3.62,0.9,0.0,0.0
20200106:1730,0.0,0.0,0.0,3.11,0.97,0.0,0.0
20200106:1830,0.0,0.0,0.0,2.7,0.9,0.0,0.0
20200106:1930,0.0,0.0,0.0,2.14,1.03,0.0,0.0
20200106:2030,0.0,0.0,0.0,1.7,0.97,0.0,0.0
20200106:2130,0.0,0.0,0.0,1.62,0.62,0.0,0.0
20200106:2230,0.0,0.0,0.0,1.45,0.41,0.0,0.0
20200106:2330,0.0,0.0,0.0,1.32,0.62,0.0,0.0
20200107:0030,0.0,0.0,0.0,1.07,0.83,0.0,0.0
20200107:0130,0.0,0.0,0.0,0.96,0.62,0.0,0.0
20200107:0230,0.0,0.0,0.0,0.77,0.69,0.0,0.0
20200107:0330,0.0,0.0,0.0,0.24,0.9,0.0,0.0
20200107:0430,0.0,0.0,0.0,0.25,0.55,0.0,0.0
20200107:0530,0.0,0.0,0.0,0.17,0.34,0.0,0.0
20200107:0630,0.0,0.0,0.0,0.16,0.69,0.0,0.0
20200107:0730,6.16,16.41,2.5,-0.73,0.83,0.0,0.0061600000000000005
20200107:0830,64.48,86.28,10.45,-0.58,0.83,0.0,0.06448000000000001
20200107:0930,191.95,223.47,16.75,0.56,0.69,0.0,0.19194999999999998
20200107:1030,392.61,449.56,20.93,2.21,0.55,0.0,0.39261
20200107:1130,510.95,600.06,22.54,3.9,0.34,0.0,0.51095
20200107:1230,503.29,593.48,21.41,5.1,0.28,0.0,0.50329
20200107:1330,475.59,559.03,17.67,5.8,0.41,0.0,0.47558999999999996
20200107:1430,344.51,400.34,11.71,6.13,0.48,0.0,0.34451
20200107:1530,149.83,183.57,4.02,5.72,0.48,0.0,0.14983000000000002
20200107:1630,0.0,0.0,0.0,4.82,0.41,0.0,0.0
20200107:1730,0.0,0.0,0.0,4.08,0.76,0.0,0.0
20200107:1830,0.0,0.0,0.0,2.99,1.03,0.0,0.0
20200107:1930,0.0,0.0,0.0,1.3,1.31,0.0,0.0
20200107:2030,0.0,0.0,0.0,1.15,1.17,0.0,0.0
20200107:2130,0.0,0.0,0.0,1.22,1.03,0.0,0.0
20200107:2230,0.0,0.0,0.0,1.75,0.69,0.0,0.0
20200107:2330,0.0,0.0,0.0,1.49,0.55,0.0,0.0
20200108:0030,0.0,0.0,0.0,1.13,0.69,0.0,0.0
20200108:0130,0.0,0.0,0.0,0.39,0.76,0.0,0.0
20200108:0230,0.0,0.0,0.0,0.32,0.41,0.0,0.0
20200108:0330,0.0,0.0,0.0,-0.05,0.28,0.0,0.0
20200108:0430,0.0,0.0,0.0,-0.2,0.34,0.0,0.0
20200108:0530,0.0,0.0,0.0,-0.2,0.41,0.0,0.0
20200108:0630,0.0,0.0,0.0,-0.25,0.41,0.0,0.0
20200108:0730,4.04,13.16,2.55,-0.51,0.21,0.0,0.00404
20200108:0830,183.13,228.26,10.51,-0.1,0.28,0.0,0.18313
20200108:0930,366.4,424.62,16.84,1.32,0.28,0.0,0.3664
20200108:1030,483.69,574.58,21.03,5.21,0.0,0.0,0.48369
20200108:1130,544.05,657.49,22.67,7.49,0.28,0.0,0.5440499999999999
20200108:1230,547.25,662.26,21.56,8.49,0.48,0.0,0.54725
20200108:1330,490.4,586.41,17.83,9.0,0.62,0.0,0.4904
20200108:1430,362.16,427.11,11.87,8.84,0.48,0.0,0.36216000000000004
20200108:1530,157.32,193.54,4.19,7.85,0.55,0.0,0.15732
20200108:1630,0.0,0.0,0.0,6.49,0.9,0.0,0.0
20200108:1730,0.0,0.0,0.0,5.58,0.83,0.0,0.0
20200108:1830,0.0,0.0,0.0,4.96,0.69,0.0,0.0
20200108:1930,0.0,0.0,0.0,4.34,0.76,0.0,0.0
20200108:2030,0.0,0.0,0.0,3.59,0.83,0.0,0.0
20200108:2130,0.0,0.0,0.0,2.57,0.83,0.0,0.0
20200108:2230,0.0,0.0,0.0,1.45,0.62,0.0,0.0
20200108:2330,0.0,0.0,0.0,0.63,0.55,0.0,0.0
20200109:0030,0.0,0.0,0.0,0.29,0.69,0.0,0.0
20200109:0130,0.0,0.0,0.0,0.32,0.76,0.0,0.0
20200109:0230,0.0,0.0,0.0,0.22,0.76,0.0,0.0
20200109:0330,0.0,0.0,0.0,-0.41,0.83,0.0,0.0
20200109:0430,0.0,0.0,0.0,-0.65,0.76,0.0,0.0
20200109:0530,0.0,0.0,0.0,-0.61,0.69,0.0,0.0
20200109:0630,0.0,0.0,0.0,-0.81,0.69,0.0,0.0
20200109:0730,4.39,13.72,2.59,-0.47,0.83,0.0,0.00439
20200109:0830,173.5,216.43,10.58,0.04,0.55,0.0,0.1735
20200109:0930,326.06,377.11,16.93,1.57,0.28,0.0,0.32606
20200109:1030,440.43,517.37,21.15,4.6,0.0,0.0,0.44043
20200109:1130,498.41,594.25,22.81,6.41,0.14,0.0,0.49841
20200109:1230,502.22,601.62,21.71,7.38,0.14,0.0,0.50222
20200109:1330,460.79,547.52,17.99,7.85,0.28,0.0,0.46079000000000003
20200109:1430,338.67,397.19,12.04,7.8,0.34,0.0,0.33867
20200109:1530,126.48,157.92,4.35,6.91,0.62,0.0,0.12648
20200109:1630,0.0,0.0,0.0,5.02,0.97,0.0,0.0
20200109:1730,0.0,0.0,0.0,3.62,1.24,0.0,0.0
20200109:1830,0.0,0.0,0.0,2.93,1.31,0.0,0.0
20200109:1930,0.0,0.0,0.0,1.79,1.45,0.0,0.0
20200109:2030,0.0,0.0,0.0,1.4,1.38,0.0,0.0
20200109:2130,0.0,0.0,0.0,1.01,1.45,0.0,0.0
20200109:2230,0.0,0.0,0.0,0.87,1.38,0.0,0.0
20200109:2330,0.0,0.0,0.0,0.77,1.24,0.0,0.0
20200110:0030,0.0,0.0,0.0,0.74,1.17,0.0,0.0
20200110:0130,0.0,0.0,0.0,0.49,1.17,0.0,0.0
20200110:0230,0.0,0.0,0.0,0.57,1.1,0.0,0.0
20200110:0330,0.0,0.0,0.0,0.49,1.1,0.0,0.0
20200110:0430,0.0,0.0,0.0,0.81,0.9,0.0,0.0
20200110:0530,0.0,0.0,0.0,1.05,0.83,0.0,0.0
20200110:0630,0.0,0.0,0.0,0.76,0.97,0.0,0.0
20200110:0730,1.61,9.04,2.65,1.87,0.76,0.0,0.00161
20200110:0830,67.99,94.69,10.65,2.45,0.48,0.0,0.06799
20200110:0930,190.15,224.26,17.03,2.98,0.28,0.0,0.19015
20200110:1030,291.89,335.96,21.27,4.3,0.28,0.0,0.29189
20200110:1130,380.27,440.68,22.95,5.37,0.21,0.0,0.38027
20200110:1230,454.6,535.2,21.87,6.13,0.14,0.0,0.4546
20200110:1330,443.36,523.11,18.16,7.1,0.21,0.0,0.44336000000000003
20200110:1430,348.75,407.29,12.21,7.26,0.48,0.0,0.34875
20200110:1530,164.18,200.17,4.52,6.77,0.41,0.0,0.16418000000000002
20200110:1630,0.0,0.0,0.0,5.94,0.41,0.0,0.0
20200110:1730,0.0,0.0,0.0,5.27,0.48,0.0,0.0
20200110:1830,0.0,0.0,0.0,4.68,0.76,0.0,0.0
20200110:1930,0.0,0.0,0.0,5.09,0.97,0.0,0.0
20200110:2030,0.0,0.0,0.0,3.35,1.03,0.0,0.0
20200110:2130,0.0,0.0,0.0,2.02,0.9,0.0,0.0
20200110:2230,0.0,0.0,0.0,1.45,0.83,0.0,0.0
20200110:2330,0.0,0.0,0.0,0.99,1.03,0.0,0.0
20200111:0030,0.0,0.0,0.0,0.26,0.97,0.0,0.0
20200111:0130,0.0,0.0,0.0,-0.54,0.83,0.0,0.0
20200111:0230,0.0,0.0,0.0,-1.0,0.9,0.0,0.0
20200111:0330,0.0,0.0,0.0,-1.41,1.03,0.0,0.0
20200111:0430,0.0,0.0,0.0,-1.51,1.03,0.0,0.0
20200111:0530,0.0,0.0,0.0,-1.78,1.1,0.0,0.0
20200111:0630,0.0,0.0,0.0,-2.09,1.17,0.0,0.0
20200111:0730,4.08,13.21,2.71,-0.93,0.9,0.0,0.00408
20200111:0830,184.62,229.02,10.74,-0.71,0.97,0.0,0.18462
20200111:0930,354.87,410.39,17.13,1.75,0.55,0.0,0.35487
20200111:1030,486.87,575.92,21.4,5.18,0.28,0.0,0.48687
20200111:1130,533.01,643.07,23.1,7.67,0.28,0.0,0.53301
20200111:1230,555.49,674.93,22.04,8.83,0.48,0.0,0.55549
20200111:1330,502.28,603.61,18.33,9.47,0.62,0.0,0.50228
20200111:1430,376.62,445.2,12.39,9.4,0.62,0.0,0.37662
20200111:1530,174.15,212.51,4.7,8.33,0.62,0.0,0.17415
20200111:1630,0.0,0.0,-4.25,7.5,0.69,0.0,0.0
20200111:1730,0.0,0.0,0.0,6.41,1.03,0.0,0.0
20200111:1830,0.0,0.0,0.0,5.66,1.1,0.0,0.0
20200111:1930,0.0,0.0,0.0,5.83,1.03,0.0,0.0
20200111:2030,0.0,0.0,0.0,2.74,1.31,0.0,0.0
20200111:2130,0.0,0.0,0.0,1.36,1.24,0.0,0.0
20200111:2230,0.0,0.0,0.0,0.84,1.1,0.0,0.0
20200111:2330,0.0,0.0,0.0,0.69,0.97,0.0,0.0
20200112:0030,0.0,0.0,0.0,0.66,0.83,0.0,0.0
20200112:0130,0.0,0.0,0.0,0.47,0.83,0.0,0.0
20200112:0230,0.0,0.0,0.0,0.12,0.97,0.0,0.0
20200112:0330,0.0,0.0,0.0,-0.23,1.03,0.0,0.0
20200112:0430,0.0,0.0,0.0,-0.16,1.03,0.0,0.0
20200112:0530,0.0,0.0,0.0,0.38,0.83,0.0,0.0
20200112:0630,0.0,0.0,0.0,0.51,0.69,0.0,0.0
20200112:0730,4.61,14.09,2.78,0.28,0.55,0.0,0.00461
20200112:0830,186.41,232.92,10.82,0.54,0.34,0.0,0.18641
20200112:0930,367.59,426.54,17.24,1.64,0.28,0.0,0.36759
20200112:1030,490.54,578.28,21.54,4.84,0.41,0.0,0.49054000000000003
20200112:1130,557.07,666.22,23.26,6.22,0.62,0.0,0.5570700000000001
20200112:1230,564.97,678.05,22.21,6.92,0.69,0.0,0.56497
20200112:1330,510.24,606.22,18.51,7.26,0.69,0.0,0.51024
20200112:1430,385.77,451.31,12.57,7.18,0.62,0.0,0.38577
20200112:1530,170.03,206.16,4.88,6.47,0.41,0.0,0.17003000000000001
20200112:1630,0.0,0.0,-4.07,5.0,0.69,0.0,0.0
20200112:1730,0.0,0.0,0.0,4.16,0.97,0.0,0.0
20200112:1830,0.0,0.0,0.0,3.62,0.97,0.0,0.0
20200112:1930,0.0,0.0,0.0,3.72,0.9,0.0,0.0
20200112:2030,0.0,0.0,0.0,3.12,1.03,0.0,0.0
20200112:2130,0.0,0.0,0.0,2.5,1.03,0.0,0.0
20200112:2230,0.0,0.0,0.0,2.02,0.97,0.0,0.0
20200112:2330,0.0,0.0,0.0,1.76,0.76,0.0,0.0
20200113:0030,0.0,0.0,0.0,1.29,0.62,0.0,0.0
20200113:0130,0.0,0.0,0.0,0.64,0.55,0.0,0.0
20200113:0230,0.0,0.0,0.0,0.14,0.48,0.0,0.0
20200113:0330,0.0,0.0,0.0,-0.14,0.55,0.0,0.0
20200113:0430,0.0,0.0,0.0,-0.25,0.62,0.0,0.0
20200113:0530,0.0,0.0,0.0,-0.24,0.69,0.0,0.0
20200113:0630,0.0,0.0,0.0,-0.22,0.76,0.0,0.0
20200113:0730,5.56,15.53,2.86,-0.42,0.76,0.0,0.00556
20200113:0830,159.09,198.2,10.92,-0.18,0.62,0.0,0.15909
20200113:0930,311.41,357.96,17.36,0.86,0.48,0.0,0.31141
20200113:1030,418.8,483.17,21.68,2.93,0.48,0.0,0.4188
20200113:1130,455.66,530.78,23.42,4.24,0.41,0.0,0.45566
20200113:1230,518.66,612.82,22.39,4.94,0.41,0.0,0.51866
20200113:1330,428.91,499.48,18.7,5.23,0.41,0.0,0.42891
20200113:1430,325.52,375.98,12.76,4.95,0.41,0.0,0.32552
20200113:1530,107.39,134.66,5.07,4.04,0.28,0.0,0.10739
20200113:1630,0.0,0.0,-3.89,2.68,0.48,0.0,0.0
20200113:1730,0.0,0.0,0.0,1.85,0.69,0.0,0.0
20200113:1830,0.0,0.0,0.0,1.44,0.55,0.0,0.0
20200113:1930,0.0,0.0,0.0,0.86,0.48,0.0,0.0
20200113:2030,0.0,0.0,0.0,0.58,0.69,0.0,0.0
20200113:2130,0.0,0.0,0.0,0.58,0.62,0.0,0.0
20200113:2230,0.0,0.0,0.0,0.65,0.48,0.0,0.0
20200113:2330,0.0,0.0,0.0,0.66,0.41,0.0,0.0
20200114:0030,0.0,0.0,0.0,0.55,0.34,0.0,0.0
20200114:0130,0.0,0.0,0.0,0.55,0.34,0.0,0.0
20200114:0230,0.0,0.0,0.0,0.6,0.34,0.0,0.0
20200114:0330,0.0,0.0,0.0,0.63,0.41,0.0,0.0
20200114:0430,0.0,0.0,0.0,0.6,0.34,0.0,0.0
20200114:0530,0.0,0.0,0.0,0.58,0.28,0.0,0.0
20200114:0630,0.0,0.0,0.0,0.6,0.41,0.0,0.0
20200114:0730,3.63,12.52,2.94,0.1,0.48,0.0,0.00363
20200114:0830,153.47,193.02,11.02,0.12,0.48,0.0,0.15347
20200114:0930,265.0,305.96,17.49,1.39,0.34,0.0,0.265
20200114:1030,307.24,351.96,21.83,2.94,0.07,0.0,0.30724
20200114:1130,425.94,493.44,23.59,3.7,0.07,0.0,0.42594
20200114:1230,330.2,379.36,22.57,4.58,0.28,0.0,0.3302
20200114:1330,255.55,293.54,18.89,4.69,0.34,0.0,0.25555
20200114:1430,161.39,191.0,12.95,4.38,0.28,0.0,0.16138999999999998
20200114:1530,48.3,68.84,5.26,3.99,0.41,0.0,0.048299999999999996
20200114:1630,0.0,0.0,-3.71,3.2,0.41,0.0,0.0
20200114:1730,0.0,0.0,0.0,2.62,0.55,0.0,0.0
20200114:1830,0.0,0.0,0.0,2.32,0.69,0.0,0.0
20200114:1930,0.0,0.0,0.0,2.39,0.48,0.0,0.0
20200114:2030,0.0,0.0,0.0,2.1,0.55,0.0,0.0
20200114:2130,0.0,0.0,0.0,1.65,0.69,0.0,0.0
20200114:2230,0.0,0.0,0.0,1.47,0.69,0.0,0.0
20200114:2330,0.0,0.0,0.0,1.19,0.76,0.0,0.0
20200115:0030,0.0,0.0,0.0,1.08,0.76,0.0,0.0
20200115:0130,0.0,0.0,0.0,1.08,0.76,0.0,0.0
20200115:0230,0.0,0.0,0.0,0.88,0.83,0.0,0.0
20200115:0330,0.0,0.0,0.0,0.81,0.9,0.0,0.0
20200115:0430,0.0,0.0,0.0,1.03,0.83,0.0,0.0
20200115:0530,0.0,0.0,0.0,1.15,0.76,0.0,0.0
20200115:0630,0.0,0.0,0.0,1.08,0.83,0.0,0.0
20200115:0730,1.93,9.6,3.03,0.55,0.69,0.0,0.0019299999999999999
20200115:0830,61.05,85.12,11.13,0.67,0.69,0.0,0.06105
20200115:0930,119.53,145.98,17.62,1.93,0.48,0.0,0.11953
20200115:1030,129.53,156.01,21.99,2.93,0.41,0.0,0.12953
20200115:1130,142.64,169.69,23.77,3.8,0.21,0.0,0.14264
20200115:1230,137.91,165.05,22.77,4.01,0.07,0.0,0.13791
20200115:1330,134.87,161.33,19.09,4.32,0.07,0.0,0.13487000000000002
20200115:1430,92.22,115.76,13.15,4.29,0.0,0.0,0.09222
20200115:1530,31.14,48.91,5.45,4.05,0.07,0.0,0.03114
20200115:1630,0.0,0.0,-3.52,3.46,0.28,0.0,0.0
20200115:1730,0.0,0.0,0.0,3.0,0.48,0.0,0.0
20200115:1830,0.0,0.0,0.0,1.86,0.9,0.0,0.0
20200115:1930,0.0,0.0,0.0,2.83,0.69,0.0,0.0
20200115:2030,0.0,0.0,0.0,2.13,0.83,0.0,0.0
20200115:2130,0.0,0.0,0.0,1.52,0.97,0.0,0.0
20200115:2230,0.0,0.0,0.0,1.51,0.9,0.0,0.0
20200115:2330,0.0,0.0,0.0,1.45,0.9,0.0,0.0
20200116:0030,0.0,0.0,0.0,1.22,0.9,0.0,0.0
20200116:0130,0.0,0.0,0.0,0.87,0.97,0.0,0.0
20200116:0230,0.0,0.0,0.0,0.46,1.03,0.0,0.0
20200116:0330,0.0,0.0,0.0,0.27,0.97,0.0,0.0
20200116:0430,0.0,0.0,0.0,0.44,0.76,0.0,0.0
20200116:0530,0.0,0.0,0.0,0.51,0.69,0.0,0.0
20200116:0630,0.0,0.0,0.0,0.45,0.69,0.0,0.0
20200116:0730,2.91,11.31,3.13,0.12,1.1,0.0,0.0029100000000000003
20200116:0830,101.42,133.11,11.25,0.34,0.9,0.0,0.10142
20200116:0930,186.5,218.98,17.76,2.12,0.48,0.0,0.1865
20200116:1030,305.44,352.4,22.15,4.71,0.07,0.0,0.30544
20200116:1130,402.1,467.35,23.96,6.44,0.41,0.0,0.4021
20200116:1230,362.42,419.95,22.96,7.37,0.55,0.0,0.36242
20200116:1330,371.6,431.82,19.29,7.58,0.62,0.0,0.37160000000000004
20200116:1430,237.76,278.24,13.35,7.64,0.48,0.0,0.23776
20200116:1530,109.16,138.29,5.65,7.25,0.28,0.0,0.10916
20200116:1630,0.0,0.0,-3.33,6.55,0.21,0.0,0.0
20200116:1730,0.0,0.0,0.0,5.53,0.83,0.0,0.0
20200116:1830,0.0,0.0,0.0,3.87,1.24,0.0,0.0
20200116:1930,0.0,0.0,0.0,2.65,1.1,0.0,0.0
20200116:2030,0.0,0.0,0.0,1.91,1.31,0.0,0.0
20200116:2130,0.0,0.0,0.0,1.2,1.45,0.0,0.0
20200116:2230,0.0,0.0,0.0,0.59,1.52,0.0,0.0
20200116:2330,0.0,0.0,0.0,0.0,1.59,0.0,0.0
20200117:0030,0.0,0.0,0.0,-0.14,1.52,0.0,0.0
20200117:0130,0.0,0.0,0.0,-0.25,1.45,0.0,0.0
20200117:0230,0.0,0.0,0.0,0.0,1.38,0.0,0.0
20200117:0330,0.0,0.0,0.0,-0.21,1.45,0.0,0.0
