time,P,G(i),H_sun,T2m,WS10m,Int,P_kW
20200321:1310,730.99,960.68,40.66,16.57,1.45,0.0,0.73099
20200321:1410,653.76,840.48,33.85,16.61,1.31,0.0,0.65376
20200321:1510,529.23,661.81,25.14,16.52,1.03,0.0,0.52923
20200321:1610,319.45,392.14,15.3,16.17,1.03,0.0,0.31945
20200321:1710,87.92,128.24,4.88,15.28,0.97,0.0,0.08792
20200321:1810,0.0,0.0,0.0,13.41,1.1,0.0,0.0
20200321:1910,0.0,0.0,0.0,13.17,0.9,0.0,0.0
20200321:2010,0.0,0.0,0.0,12.27,0.69,0.0,0.0
20200321:2110,0.0,0.0,0.0,11.21,0.76,0.0,0.0
20200321:2210,0.0,0.0,0.0,10.23,0.9,0.0,0.0
20200321:2310,0.0,0.0,0.0,9.05,0.97,0.0,0.0
20200322:0010,0.0,0.0,0.0,8.28,0.9,0.0,0.0
20200322:0110,0.0,0.0,0.0,7.97,0.9,0.0,0.0
20200322:0210,0.0,0.0,0.0,7.61,0.97,0.0,0.0
20200322:0310,0.0,0.0,0.0,7.11,1.17,0.0,0.0
20200322:0410,0.0,0.0,0.0,6.73,1.31,0.0,0.0
20200322:0510,0.0,0.0,0.0,6.69,1.31,0.0,0.0
20200322:0610,21.87,38.01,6.38,7.16,1.24,0.0,0.02187
20200322:0710,98.58,129.3,16.76,8.19,1.59,0.0,0.09858
20200322:0810,36.14,55.63,26.53,8.9,1.86,0.0,0.03614
20200322:0910,67.79,92.08,35.09,8.98,2.48,0.0,0.06779
20200322:1010,38.62,58.51,41.65,8.83,2.55,0.0,0.038619999999999995
20200322:1110,49.29,70.98,45.19,8.99,2.62,0.0,0.04929
20200322:1210,91.56,118.94,44.96,9.55,2.83,0.0,0.09156
20200322:1310,377.67,445.22,41.0,9.7,1.93,0.0,0.37767
20200322:1410,142.99,177.19,34.15,10.28,1.59,0.0,0.14299
20200322:1510,188.22,227.93,25.4,10.77,1.17,0.0,0.18822
20200322:1610,271.02,325.5,15.53,10.93,0.55,0.0,0.27102
20200322:1710,71.41,104.2,5.11,10.27,0.14,0.0,0.07141
20200322:1810,0.0,0.0,0.0,9.58,0.48,0.0,0.0
20200322:1910,0.0,0.0,0.0,9.88,0.48,0.0,0.0
20200322:2010,0.0,0.0,0.0,9.21,0.69,0.0,0.0
20200322:2110,0.0,0.0,0.0,9.11,0.62,0.0,0.0
20200322:2210,0.0,0.0,0.0,7.32,1.1,0.0,0.0
20200322:2310,0.0,0.0,0.0,6.18,1.66,0.0,0.0
20200323:0010,0.0,0.0,0.0,6.76,2.41,0.0,0.0
20200323:0110,0.0,0.0,0.0,6.33,3.03,0.0,0.0
20200323:0210,0.0,0.0,0.0,5.6,3.17,0.0,0.0
20200323:0310,0.0,0.0,0.0,4.99,2.9,0.0,0.0
20200323:0410,0.0,0.0,0.0,4.47,2.41,0.0,0.0
20200323:0510,0.0,0.0,0.0,3.91,1.93,0.0,0.0
20200323:0610,15.66,29.67,6.71,3.39,1.79,0.0,0.01566
20200323:0710,56.39,77.69,17.11,4.28,2.21,0.0,0.05639
20200323:0810,80.76,104.55,26.89,4.09,2.41,0.0,0.08076
20200323:0910,98.34,123.73,35.47,4.11,2.48,0.0,0.09834
20200323:1010,108.8,135.24,42.05,4.27,2.28,0.0,0.1088
20200323:1110,170.26,202.39,45.59,4.53,2.14,0.0,0.17026
20200323:1210,227.89,266.23,45.33,4.54,1.72,0.0,0.22788999999999998
20200323:1310,221.76,260.06,41.34,4.86,1.38,0.0,0.22175999999999998
20200323:1410,210.56,248.09,34.44,5.54,1.31,0.0,0.21056
20200323:1510,196.95,232.55,25.66,5.79,1.31,0.0,0.19695
20200323:1610,144.11,174.77,15.77,5.52,1.03,0.0,0.14411000000000002
20200323:1710,57.64,84.21,5.33,4.94,0.69,0.0,0.057640000000000004
20200323:1810,0.0,0.0,0.0,4.03,0.55,0.0,0.0
20200323:1910,0.0,0.0,0.0,3.4,0.34,0.0,0.0
20200323:2010,0.0,0.0,0.0,2.55,0.69,0.0,0.0
20200323:2110,0.0,0.0,0.0,1.44,0.97,0.0,0.0
20200323:2210,0.0,0.0,0.0,0.72,1.03,0.0,0.0
20200323:2310,0.0,0.0,0.0,0.53,1.03,0.0,0.0
20200324:0010,0.0,0.0,0.0,0.49,0.9,0.0,0.0
20200324:0110,0.0,0.0,0.0,0.36,0.9,0.0,0.0
20200324:0210,0.0,0.0,0.0,0.38,0.83,0.0,0.0
20200324:0310,0.0,0.0,0.0,0.33,0.62,0.0,0.0
20200324:0410,0.0,0.0,0.0,0.08,0.55,0.0,0.0
20200324:0510,0.0,0.0,0.0,-0.15,0.55,0.0,0.0
20200324:0610,21.19,36.16,7.05,-0.36,0.69,0.0,0.02119
20200324:0710,52.1,71.94,17.45,0.45,0.34,0.0,0.0521
20200324:0810,252.52,294.57,27.24,2.4,0.69,0.0,0.25252
20200324:0910,545.61,641.07,35.85,3.44,1.1,0.0,0.54561
20200324:1010,605.18,721.39,42.44,3.81,1.03,0.0,0.6051799999999999
20200324:1110,668.97,816.3,45.99,4.8,0.97,0.0,0.6689700000000001
20200324:1210,793.21,1013.69,45.71,5.47,0.76,0.0,0.7932100000000001
20200324:1310,720.93,898.91,41.67,5.67,0.83,0.0,0.72093
20200324:1410,674.18,823.07,34.73,5.65,1.03,0.0,0.67418
20200324:1510,591.28,699.54,25.91,5.61,1.59,0.0,0.59128
20200324:1610,386.5,449.39,16.0,5.71,1.79,0.0,0.3865
20200324:1710,127.56,170.63,5.56,5.42,1.52,0.0,0.12756
20200324:1810,0.0,0.0,0.0,4.12,0.9,0.0,0.0
20200324:1910,0.0,0.0,0.0,4.91,0.97,0.0,0.0
20200324:2010,0.0,0.0,0.0,5.06,0.62,0.0,0.0
20200324:2110,0.0,0.0,0.0,4.38,0.48,0.0,0.0
20200324:2210,0.0,0.0,0.0,3.56,0.41,0.0,0.0
20200324:2310,0.0,0.0,0.0,2.89,0.21,0.0,0.0
20200325:0010,0.0,0.0,0.0,1.61,1.03,0.0,0.0
20200325:0110,0.0,0.0,0.0,-1.06,1.45,0.0,0.0
20200325:0210,0.0,0.0,0.0,-1.98,1.72,0.0,0.0
20200325:0310,0.0,0.0,0.0,-2.13,1.72,0.0,0.0
20200325:0410,0.0,0.0,0.0,-1.76,1.45,0.0,0.0
20200325:0510,0.0,0.0,0.0,-0.94,1.17,0.0,0.0
20200325:0610,31.39,48.21,7.39,-0.56,0.97,0.0,0.03139
20200325:0710,117.99,147.23,17.79,0.69,0.9,0.0,0.11799
20200325:0810,105.07,130.45,27.6,2.5,1.45,0.0,0.10507
20200325:0910,61.97,83.45,36.23,2.59,1.31,0.0,0.06197
20200325:1010,114.38,141.0,42.84,2.78,0.62,0.0,0.11438
20200325:1110,323.35,375.71,46.39,3.28,0.28,0.0,0.32335
20200325:1210,227.94,268.11,46.09,4.11,0.14,0.0,0.22794
20200325:1310,289.74,338.52,42.01,4.75,0.34,0.0,0.28974
20200325:1410,342.92,397.67,35.02,5.2,0.97,0.0,0.34292
20200325:1510,369.61,426.42,26.17,5.13,1.17,0.0,0.36961
20200325:1610,45.99,66.18,16.24,4.9,1.1,0.0,0.04599
20200325:1710,53.79,78.68,5.78,4.63,1.03,0.0,0.05379
20200325:1810,0.0,0.0,0.0,3.72,1.03,0.0,0.0
20200325:1910,0.0,0.0,0.0,2.95,1.52,0.0,0.0
20200325:2010,0.0,0.0,0.0,2.03,1.59,0.0,0.0
20200325:2110,0.0,0.0,0.0,1.38,1.72,0.0,0.0
20200325:2210,0.0,0.0,0.0,0.93,1.86,0.0,0.0
20200325:2310,0.0,0.0,0.0,0.08,1.79,0.0,0.0
20200326:0010,0.0,0.0,0.0,-0.61,1.72,0.0,0.0
20200326:0110,0.0,0.0,0.0,-1.47,1.66,0.0,0.0
20200326:0210,0.0,0.0,0.0,-1.76,1.52,0.0,0.0
20200326:0310,0.0,0.0,0.0,-2.26,1.45,0.0,0.0
20200326:0410,0.0,0.0,0.0,-2.8,1.52,0.0,0.0
20200326:0510,0.0,0.0,0.0,-3.05,1.52,0.0,0.0
20200326:0610,30.19,46.36,7.72,-3.05,1.52,0.0,0.03019
20200326:0710,145.67,208.94,18.13,0.75,0.76,0.0,0.14567
20200326:0810,297.22,346.39,27.96,2.8,1.03,0.0,0.29722000000000004
20200326:0910,338.83,392.19,36.6,4.04,0.97,0.0,0.33882999999999996
20200326:1010,165.22,197.59,43.24,4.5,1.03,0.0,0.16522
20200326:1110,107.4,134.29,46.79,4.61,1.03,0.0,0.10740000000000001
20200326:1210,187.76,222.53,46.47,4.61,1.1,0.0,0.18775999999999998
20200326:1310,230.36,269.74,42.34,4.82,1.24,0.0,0.23036
20200326:1410,265.69,308.69,35.31,4.96,1.24,0.0,0.26569
20200326:1510,141.06,171.13,26.42,5.07,1.17,0.0,0.14106
20200326:1610,11.95,24.94,16.47,4.93,1.1,0.0,0.011949999999999999
20200326:1710,32.31,51.72,6.0,4.54,0.97,0.0,0.032310000000000005
20200326:1810,0.0,0.0,0.0,3.78,0.62,0.0,0.0
20200326:1910,0.0,0.0,0.0,2.36,0.14,0.0,0.0
20200326:2010,0.0,0.0,0.0,2.08,0.41,0.0,0.0
20200326:2110,0.0,0.0,0.0,1.77,0.9,0.0,0.0
20200326:2210,0.0,0.0,0.0,1.88,1.24,0.0,0.0
20200326:2310,0.0,0.0,0.0,2.13,1.52,0.0,0.0
20200327:0010,0.0,0.0,0.0,2.38,1.59,0.0,0.0
20200327:0110,0.0,0.0,0.0,2.68,1.66,0.0,0.0
20200327:0210,0.0,0.0,0.0,2.87,1.66,0.0,0.0
20200327:0310,0.0,0.0,0.0,2.97,1.66,0.0,0.0
20200327:0410,0.0,0.0,0.0,3.09,1.66,0.0,0.0
20200327:0510,0.0,0.0,0.0,3.25,1.66,0.0,0.0
20200327:0610,23.82,39.87,8.05,3.43,1.59,0.0,0.02382
20200327:0710,81.55,105.79,18.48,3.89,1.52,0.0,0.08155
20200327:0810,60.57,82.49,28.31,4.41,1.38,0.0,0.06057
20200327:0910,107.99,135.24,36.98,5.29,1.24,0.0,0.10798999999999999
20200327:1010,200.01,237.49,43.63,6.05,1.17,0.0,0.20001
20200327:1110,215.18,254.94,47.19,6.58,1.31,0.0,0.21518
20200327:1210,209.62,249.35,46.84,7.11,1.24,0.0,0.20962
20200327:1310,336.12,395.64,42.67,7.71,0.97,0.0,0.33612000000000003
20200327:1410,379.05,447.82,35.6,8.0,0.55,0.0,0.37905
20200327:1510,257.24,304.0,26.67,8.21,0.48,0.0,0.25724
20200327:1610,108.96,137.74,16.7,7.83,0.76,0.0,0.10895999999999999
20200327:1710,32.2,52.08,6.22,7.38,0.9,0.0,0.0322
20200327:1810,0.0,0.0,0.0,6.78,1.03,0.0,0.0
20200327:1910,0.0,0.0,0.0,6.47,0.83,0.0,0.0
20200327:2010,0.0,0.0,0.0,6.83,0.55,0.0,0.0
20200327:2110,0.0,0.0,0.0,6.79,0.34,0.0,0.0
20200327:2210,0.0,0.0,0.0,6.43,0.69,0.0,0.0
20200327:2310,0.0,0.0,0.0,5.44,1.1,0.0,0.0
20200328:0010,0.0,0.0,0.0,5.09,1.31,0.0,0.0
20200328:0110,0.0,0.0,0.0,5.08,1.24,0.0,0.0
20200328:0210,0.0,0.0,0.0,5.05,1.17,0.0,0.0
20200328:0310,0.0,0.0,0.0,4.58,1.17,0.0,0.0
20200328:0410,0.0,0.0,0.0,4.06,1.24,0.0,0.0
20200328:0510,0.0,0.0,0.0,3.65,1.31,0.0,0.0
20200328:0610,35.53,53.77,8.39,3.37,1.17,0.0,0.03553
20200328:0710,149.28,209.01,18.82,6.36,0.62,0.0,0.14928
20200328:0810,359.09,439.57,28.67,10.09,0.41,0.0,0.35908999999999996
20200328:0910,542.42,670.78,37.36,11.89,0.62,0.0,0.54242
20200328:1010,665.76,851.39,44.02,13.15,0.83,0.0,0.66576
20200328:1110,741.05,975.91,47.59,14.26,0.97,0.0,0.74105
20200328:1210,781.48,1048.73,47.21,15.19,1.03,0.0,0.7814800000000001
20200328:1310,741.52,982.93,43.0,15.87,1.1,0.0,0.74152
20200328:1410,673.74,867.84,35.88,15.98,1.31,0.0,0.67374
20200328:1510,552.01,688.62,26.92,16.03,1.31,0.0,0.55201
20200328:1610,356.04,435.45,16.93,15.7,1.31,0.0,0.35604
20200328:1710,127.86,176.27,6.44,14.8,0.97,0.0,0.12786
20200328:1810,0.0,0.0,0.0,13.47,0.76,0.0,0.0
20200328:1910,0.0,0.0,0.0,11.93,1.17,0.0,0.0
20200328:2010,0.0,0.0,0.0,11.4,1.1,0.0,0.0
20200328:2110,0.0,0.0,0.0,10.52,0.48,0.0,0.0
20200328:2210,0.0,0.0,0.0,8.92,0.48,0.0,0.0
20200328:2310,0.0,0.0,0.0,7.34,0.76,0.0,0.0
20200329:0010,0.0,0.0,0.0,5.8,0.83,0.0,0.0
20200329:0110,0.0,0.0,0.0,5.11,0.83,0.0,0.0
20200329:0210,0.0,0.0,0.0,4.9,0.76,0.0,0.0
20200329:0310,0.0,0.0,0.0,4.64,0.62,0.0,0.0
20200329:0410,0.0,0.0,0.0,3.95,0.48,0.0,0.0
20200329:0510,0.0,0.0,0.0,3.48,0.55,0.0,0.0
20200329:0610,37.16,55.63,8.72,3.07,0.76,0.0,0.03716
20200329:0710,151.18,215.74,19.16,6.87,0.28,0.0,0.15118
20200329:0810,357.21,439.49,29.02,10.75,0.14,0.0,0.35720999999999997
20200329:0910,522.33,648.14,37.73,12.77,0.48,0.0,0.5223300000000001
20200329:1010,618.7,788.5,44.42,14.05,0.69,0.0,0.6187
20200329:1110,598.77,763.48,47.99,14.79,0.76,0.0,0.59877
20200329:1210,745.21,996.78,47.59,15.58,0.83,0.0,0.74521
20200329:1310,364.82,447.93,43.33,15.95,0.9,0.0,0.36482
20200329:1410,284.57,347.98,36.16,15.69,0.83,0.0,0.28457
20200329:1510,242.95,297.06,27.17,15.36,0.69,0.0,0.24295
20200329:1610,141.94,179.24,17.16,14.83,1.45,0.0,0.14194
20200329:1710,38.44,61.21,6.66,13.29,1.66,0.0,0.038439999999999995
20200329:1810,0.0,0.0,0.0,12.1,0.14,0.0,0.0
20200329:1910,0.0,0.0,0.0,11.98,0.69,0.0,0.0
20200329:2010,0.0,0.0,0.0,9.97,0.83,0.0,0.0
20200329:2110,0.0,0.0,0.0,8.51,0.83,0.0,0.0
20200329:2210,0.0,0.0,0.0,7.82,0.9,0.0,0.0
20200329:2310,0.0,0.0,0.0,6.86,1.24,0.0,0.0
20200330:0010,0.0,0.0,0.0,6.77,1.17,0.0,0.0
20200330:0110,0.0,0.0,0.0,7.06,1.17,0.0,0.0
20200330:0210,0.0,0.0,0.0,7.36,1.24,0.0,0.0
20200330:0310,0.0,0.0,0.0,7.34,1.24,0.0,0.0
20200330:0410,0.0,0.0,0.0,7.15,1.24,0.0,0.0
20200330:0510,0.0,0.0,0.0,6.99,1.24,0.0,0.0
20200330:0610,7.3,18.54,9.05,6.88,1.24,0.0,0.0073
20200330:0710,84.61,110.59,19.49,7.11,1.45,0.0,0.08461
20200330:0810,65.63,89.2,29.37,7.4,1.31,0.0,0.06563
20200330:0910,218.28,259.8,38.1,7.53,0.97,0.0,0.21828
20200330:1010,154.37,188.96,44.81,8.42,0.9,0.0,0.15437
20200330:1110,277.01,328.6,48.38,8.55,1.03,0.0,0.27701
20200330:1210,129.35,161.14,47.96,8.84,1.17,0.0,0.12935
20200330:1310,349.84,413.45,43.65,9.04,1.31,0.0,0.34984
20200330:1410,396.5,467.13,36.45,8.84,1.38,0.0,0.3965
20200330:1510,264.14,311.16,27.42,8.9,1.38,0.0,0.26414
20200330:1610,167.75,203.35,17.38,8.75,1.24,0.0,0.16775
20200330:1710,15.27,29.73,6.88,8.58,1.17,0.0,0.015269999999999999
20200330:1810,0.0,0.0,0.0,8.32,1.03,0.0,0.0
20200330:1910,0.0,0.0,0.0,8.36,0.76,0.0,0.0
20200330:2010,0.0,0.0,0.0,7.95,1.03,0.0,0.0
20200330:2110,0.0,0.0,0.0,7.67,1.31,0.0,0.0
20200330:2210,0.0,0.0,0.0,7.26,1.59,0.0,0.0
20200330:2310,0.0,0.0,0.0,6.73,2.21,0.0,0.0
20200331:0010,0.0,0.0,0.0,5.86,2.83,0.0,0.0
20200331:0110,0.0,0.0,0.0,4.68,2.97,0.0,0.0
20200331:0210,0.0,0.0,0.0,3.83,2.83,0.0,0.0
20200331:0310,0.0,0.0,0.0,3.17,2.83,0.0,0.0
20200331:0410,0.0,0.0,0.0,2.69,2.62,0.0,0.0
20200331:0510,0.0,0.0,0.0,2.45,2.41,0.0,0.0
20200331:0610,26.28,42.65,9.38,2.29,2.28,0.0,0.02628
20200331:0710,66.22,88.24,19.83,3.28,2.55,0.0,0.06622
20200331:0810,87.2,111.26,29.73,3.41,2.55,0.0,0.0872
20200331:0910,233.27,269.51,38.47,3.31,2.62,0.0,0.23327
20200331:1010,112.58,139.08,45.2,3.89,2.48,0.0,0.11258
20200331:1110,88.39,113.18,48.78,4.63,2.21,0.0,0.08839
20200331:1210,216.88,254.62,48.33,5.28,2.0,0.0,0.21688
20200331:1310,274.78,320.25,43.98,5.69,1.59,0.0,0.27477999999999997
20200331:1410,232.68,273.68,36.73,6.09,1.1,0.0,0.23268
20200331:1510,226.05,266.22,27.67,6.22,0.62,0.0,0.22605
20200331:1610,158.23,191.06,17.61,6.03,0.48,0.0,0.15822999999999998
20200331:1710,54.5,78.88,7.1,5.87,0.48,0.0,0.0545
20200331:1810,0.0,0.0,0.0,5.19,0.83,0.0,0.0
20200331:1910,0.0,0.0,0.0,4.55,0.62,0.0,0.0
20200331:2010,0.0,0.0,0.0,4.26,0.55,0.0,0.0
20200331:2110,0.0,0.0,0.0,3.87,0.62,0.0,0.0
20200331:2210,0.0,0.0,0.0,3.42,0.76,0.0,0.0
20200331:2310,0.0,0.0,0.0,3.11,0.83,0.0,0.0
20200401:0010,0.0,0.0,0.0,2.7,0.83,0.0,0.0
20200401:0110,0.0,0.0,0.0,2.45,0.76,0.0,0.0
20200401:0210,0.0,0.0,0.0,2.22,0.76,0.0,0.0
20200401:0310,0.0,0.0,0.0,2.05,0.69,0.0,0.0
20200401:0410,0.0,0.0,0.0,1.76,0.69,0.0,0.0
20200401:0510,0.0,0.0,0.0,1.53,0.76,0.0,0.0
20200401:0610,32.64,50.06,9.71,1.51,0.62,0.0,0.03264
20200401:0710,87.61,111.88,20.17,2.52,0.41,0.0,0.08761
20200401:0810,106.88,133.33,30.07,3.63,0.55,0.0,0.10687999999999999
20200401:0910,138.06,167.86,38.84,4.29,0.62,0.0,0.13806000000000002
20200401:1010,183.14,218.69,45.59,5.46,0.62,0.0,0.18314
20200401:1110,323.77,380.34,49.17,6.12,0.62,0.0,0.32377
20200401:1210,503.35,604.36,48.7,7.02,0.62,0.0,0.5033500000000001
20200401:1310,475.01,567.27,44.3,7.98,0.9,0.0,0.47501
20200401:1410,519.8,622.15,37.0,8.42,1.17,0.0,0.5197999999999999
20200401:1510,560.73,673.65,27.91,8.28,1.17,0.0,0.5607300000000001
20200401:1610,342.94,404.51,17.83,8.24,1.1,0.0,0.34294
20200401:1710,133.47,176.21,7.32,7.66,0.97,0.0,0.13347
20200401:1810,0.0,0.0,0.0,6.67,0.9,0.0,0.0
20200401:1910,0.0,0.0,0.0,5.19,0.41,0.0,0.0
20200401:2010,0.0,0.0,0.0,4.66,0.62,0.0,0.0
20200401:2110,0.0,0.0,0.0,4.32,0.62,0.0,0.0
20200401:2210,0.0,0.0,0.0,3.89,0.76,0.0,0.0
20200401:2310,0.0,0.0,0.0,3.46,0.83,0.0,0.0
20200402:0010,0.0,0.0,0.0,3.44,0.48,0.0,0.0
20200402:0110,0.0,0.0,0.0,3.13,0.41,0.0,0.0
20200402:0210,0.0,0.0,0.0,2.86,0.62,0.0,0.0
20200402:0310,0.0,0.0,0.0,2.43,0.76,0.0,0.0
20200402:0410,0.0,0.0,0.0,1.8,0.9,0.0,0.0
20200402:0510,0.0,0.0,0.0,1.88,0.83,0.0,0.0
20200402:0610,29.47,46.36,10.04,1.58,0.76,0.0,0.02947
20200402:0710,173.46,235.23,20.5,2.96,0.14,0.0,0.17346
20200402:0810,396.3,473.31,30.42,4.93,0.34,0.0,0.3963
20200402:0910,584.34,706.5,39.21,6.36,0.69,0.0,0.5843400000000001
20200402:1010,702.19,878.6,45.98,7.86,0.9,0.0,0.7021900000000001
20200402:1110,777.38,1001.96,49.56,9.1,1.03,0.0,0.77738
20200402:1210,819.33,1080.45,49.06,9.96,0.97,0.0,0.81933
20200402:1310,782.42,1017.97,44.62,10.67,1.1,0.0,0.78242
20200402:1410,710.61,900.76,37.28,10.9,1.17,0.0,0.71061
20200402:1510,577.14,706.76,28.15,11.2,1.17,0.0,0.57714
20200402:1610,381.96,458.24,18.06,10.82,0.97,0.0,0.38195999999999997
20200402:1710,150.78,200.3,7.54,10.15,0.62,0.0,0.15078
20200402:1810,0.0,0.0,0.0,8.99,0.55,0.0,0.0
20200402:1910,0.0,0.0,0.0,8.57,0.0,0.0,0.0
20200402:2010,0.0,0.0,0.0,7.89,0.76,0.0,0.0
20200402:2110,0.0,0.0,0.0,6.98,0.97,0.0,0.0
20200402:2210,0.0,0.0,0.0,6.43,0.97,0.0,0.0
20200402:2310,0.0,0.0,0.0,5.86,0.9,0.0,0.0
20200403:0010,0.0,0.0,0.0,5.05,0.69,0.0,0.0
20200403:0110,0.0,0.0,0.0,4.24,0.48,0.0,0.0
20200403:0210,0.0,0.0,0.0,3.39,0.41,0.0,0.0
20200403:0310,0.0,0.0,0.0,2.83,0.41,0.0,0.0
20200403:0410,0.0,0.0,0.0,2.37,0.41,0.0,0.0
20200403:0510,0.0,0.0,0.0,1.84,0.41,0.0,0.0
20200403:0610,34.91,52.85,10.37,2.12,0.34,0.0,0.03491
20200403:0710,173.89,235.47,20.83,5.15,0.21,0.0,0.17389
20200403:0810,387.2,469.02,30.77,8.51,0.48,0.0,0.3872
20200403:0910,567.8,697.84,39.58,10.2,0.76,0.0,0.5678
20200403:1010,689.96,875.77,46.36,11.41,1.03,0.0,0.68996
20200403:1110,767.28,1003.04,49.95,12.52,1.17,0.0,0.76728
20200403:1210,808.03,1075.33,49.43,13.32,1.24,0.0,0.80803
20200403:1310,767.11,1007.22,44.94,13.81,1.31,0.0,0.76711
20200403:1410,686.06,876.52,37.55,14.15,1.38,0.0,0.6860599999999999
20200403:1510,532.58,654.27,28.39,14.18,1.45,0.0,0.53258
20200403:1610,359.1,434.79,18.28,13.77,1.31,0.0,0.35910000000000003
20200403:1710,147.57,198.4,7.75,12.98,0.76,0.0,0.14757
20200403:1810,0.0,0.0,0.0,12.33,0.21,0.0,0.0
20200403:1910,0.0,0.0,0.0,11.65,0.55,0.0,0.0
20200403:2010,0.0,0.0,0.0,10.89,0.69,0.0,0.0
20200403:2110,0.0,0.0,0.0,9.98,0.69,0.0,0.0
20200403:2210,0.0,0.0,0.0,8.46,0.97,0.0,0.0
20200403:2310,0.0,0.0,0.0,7.09,0.9,0.0,0.0
20200404:0010,0.0,0.0,0.0,5.67,0.97,0.0,0.0
20200404:0110,0.0,0.0,0.0,4.65,0.97,0.0,0.0
20200404:0210,0.0,0.0,0.0,4.16,0.9,0.0,0.0
20200404:0310,0.0,0.0,0.0,4.12,0.69,0.0,0.0
20200404:0410,0.0,0.0,0.0,3.77,0.55,0.0,0.0
20200404:0510,0.0,0.0,0.0,3.46,0.41,0.0,0.0
20200404:0610,36.26,54.7,10.69,3.56,0.41,0.0,0.03626
20200404:0710,177.34,240.87,21.16,6.37,0.28,0.0,0.17734
20200404:0810,384.05,469.33,31.11,9.86,0.21,0.0,0.38405
20200404:0910,561.77,698.82,39.94,11.64,0.48,0.0,0.56177
20200404:1010,684.6,881.12,46.75,12.79,0.76,0.0,0.6846
20200404:1110,758.68,1002.81,50.34,13.68,0.97,0.0,0.7586799999999999
20200404:1210,792.87,1063.32,49.79,14.56,1.1,0.0,0.79287
20200404:1310,769.86,1023.41,45.26,14.99,1.17,0.0,0.76986
20200404:1410,693.94,899.58,37.82,15.38,1.17,0.0,0.69394
20200404:1510,562.09,701.25,28.63,15.33,1.24,0.0,0.56209
20200404:1610,366.7,447.28,18.5,15.0,1.24,0.0,0.36669999999999997
20200404:1710,147.59,199.26,7.97,14.15,0.62,0.0,0.14759
20200404:1810,0.0,0.0,0.0,12.74,0.83,0.0,0.0
20200404:1910,0.0,0.0,0.0,12.61,0.97,0.0,0.0
20200404:2010,0.0,0.0,0.0,10.24,1.31,0.0,0.0
20200404:2110,0.0,0.0,0.0,9.71,1.24,0.0,0.0
20200404:2210,0.0,0.0,0.0,9.18,1.1,0.0,0.0
20200404:2310,0.0,0.0,0.0,7.6,1.1,0.0,0.0
20200405:0010,0.0,0.0,0.0,6.01,1.24,0.0,0.0
20200405:0110,0.0,0.0,0.0,4.55,1.31,0.0,0.0
20200405:0210,0.0,0.0,0.0,3.88,1.24,0.0,0.0
20200405:0310,0.0,0.0,0.0,3.74,1.1,0.0,0.0
20200405:0410,0.0,0.0,0.0,3.75,1.03,0.0,0.0
20200405:0510,0.0,0.0,0.0,3.65,0.97,0.0,0.0
20200405:0610,53.93,75.1,11.01,4.38,0.76,0.0,0.05393
20200405:0710,167.93,213.69,21.49,7.61,0.34,0.0,0.16793
20200405:0810,349.36,424.81,31.45,11.13,0.62,0.0,0.34936
20200405:0910,463.58,565.57,40.3,12.59,0.97,0.0,0.46358
20200405:1010,683.53,874.18,47.13,13.69,1.24,0.0,0.68353
20200405:1110,762.26,1000.21,50.73,14.46,1.45,0.0,0.7622599999999999
20200405:1210,777.09,1033.58,50.15,15.02,1.31,0.0,0.7770900000000001
20200405:1310,751.98,993.76,45.57,15.53,1.31,0.0,0.75198
20200405:1410,689.3,890.25,38.09,15.76,1.38,0.0,0.6892999999999999
20200405:1510,569.62,709.27,28.87,15.72,1.59,0.0,0.56962
20200405:1610,379.98,462.67,18.72,15.21,1.66,0.0,0.37998000000000004
20200405:1710,157.06,210.99,8.18,14.39,1.17,0.0,0.15706
20200405:1810,0.0,0.0,0.0,13.12,0.76,0.0,0.0
20200405:1910,0.0,0.0,0.0,12.65,0.28,0.0,0.0
20200405:2010,0.0,0.0,0.0,12.12,0.62,0.0,0.0
20200405:2110,0.0,0.0,0.0,10.15,1.31,0.0,0.0
20200405:2210,0.0,0.0,0.0,7.14,1.59,0.0,0.0
20200405:2310,0.0,0.0,0.0,5.65,1.52,0.0,0.0
20200406:0010,0.0,0.0,0.0,5.17,1.45,0.0,0.0
20200406:0110,0.0,0.0,0.0,4.57,1.52,0.0,0.0
20200406:0210,0.0,0.0,0.0,3.95,1.52,0.0,0.0
20200406:0310,0.0,0.0,0.0,3.25,1.59,0.0,0.0
20200406:0410,0.0,0.0,0.0,2.58,1.59,0.0,0.0
20200406:0510,0.0,0.0,0.0,2.17,1.59,0.0,0.0
20200406:0610,20.26,37.37,11.33,3.03,1.38,0.0,0.02026
20200406:0710,183.47,249.51,21.82,7.75,0.9,0.0,0.18347
20200406:0810,393.26,483.17,31.79,11.53,0.48,0.0,0.39326
20200406:0910,564.47,712.49,40.66,13.65,0.34,0.0,0.56447
20200406:1010,679.06,886.01,47.51,14.97,0.69,0.0,0.67906
20200406:1110,746.01,999.61,51.11,15.78,0.83,0.0,0.74601
20200406:1210,769.67,1046.15,50.51,16.44,0.83,0.0,0.76967
20200406:1310,747.39,1007.09,45.88,16.91,0.9,0.0,0.74739
20200406:1410,677.16,889.18,38.36,17.13,0.9,0.0,0.67716
20200406:1510,559.58,709.81,29.11,17.04,0.83,0.0,0.5595800000000001
