;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed
Locations;Almeria2023;Forli2014;Forli2014;Forli2014;Forli2014;Forli2015;Forli2015;Forli2015;Forli2015;Torino2019;Torino2019;Torino2019;Torino2020;Torino2020;Torino2020;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2016;Utrecht2016;Utrecht2016;Utrecht2017;Utrecht2017;Utrecht2017
Profile time series;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2
Subsets;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed
Index;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
3527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3530;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3533;0.0;0.0064800000000000005;0.013619999999999998;0.034;0.011;0.01329;0.02354;0.033;0.014;0.0;0.0106;0.008;0.0;0.00532;0.019;0.0;0.00564;0.013;0.0;0.009800000000000001;0.01165;0.027;0.005;0.01108;0.019829999999999997;0.014;0.01086;0.01483;0.015
3534;0.021;0.07856;0.062009999999999996;0.134;0.108;0.06606000000000001;0.10725;0.148;0.12;0.03243;0.04611;0.06;0.0314;0.030199999999999998;0.063;0.00454;0.03269;0.048;0.006;0.00711;0.07959000000000001;0.085;0.012;0.07206;0.09867000000000001;0.043;0.07095;0.08365;0.138
3535;0.138;0.25664;0.17071;0.312;0.303;0.25413;0.304;0.35;0.309;0.047380000000000005;0.12483;0.139;0.12821000000000002;0.03928;0.182;0.02068;0.07626999999999999;0.095;0.02;0.014029999999999999;0.16094;0.196;0.017;0.25727;0.25617;0.096;0.2342;0.26387;0.322
3536;0.301;0.47044;0.3725;0.504;0.468;0.46332;0.51073;0.54;0.495;0.25106;0.21691;0.182;0.25347;0.155;0.354;0.04913;0.11591;0.151;0.045;0.05018;0.16691;0.198;0.048;0.22074000000000002;0.39583999999999997;0.175;0.26677;0.3098;0.502
3537;0.447;0.61988;0.52755;0.645;0.636;0.6328400000000001;0.65504;0.689;0.652;0.35679;0.35276;0.232;0.41314999999999996;0.16879;0.521;0.07822;0.13859;0.197;0.067;0.09087;0.35169;0.214;0.13;0.31755;0.5664199999999999;0.264;0.46357;0.40302;0.642
3538;0.547;0.72627;0.59273;0.734;0.742;0.74225;0.7542300000000001;0.79;0.765;0.44855;0.44576;0.323;0.59477;0.25438;0.652;0.10581;0.13997;0.236;0.089;0.15350999999999998;0.43336;0.429;0.16;0.32608;0.68233;0.382;0.71586;0.44380000000000003;0.731
3539;0.592;0.65998;0.65308;0.714;0.711;0.80188;0.7915599999999999;0.843;0.832;0.50336;0.5267000000000001;0.362;0.6909099999999999;0.30067;0.734;0.09763;0.11957999999999999;0.227;0.095;0.56543;0.52499;0.539;0.298;0.36239;0.74575;0.507;0.76383;0.6989099999999999;0.768
3540;0.626;0.72929;0.57436;0.645;0.589;0.8177000000000001;0.70974;0.849;0.854;0.45988999999999997;0.3979;0.308;0.7440800000000001;0.54223;0.77;0.12092;0.0854;0.224;0.107;0.41983;0.47557;0.614;0.427;0.6447200000000001;0.7132000000000001;0.623;0.7641699999999999;0.71117;0.755
3541;0.652;0.7586;0.49993;0.542;0.507;0.78667;0.6744600000000001;0.805;0.83;0.20812;0.30565;0.244;0.69502;0.4791;0.77;0.08984;0.11327;0.267;0.092;0.10861;0.5265599999999999;0.711;0.317;0.79727;0.67501;0.692;0.7354700000000001;0.6904;0.713
3542;0.596;0.61805;0.5162;0.474;0.502;0.72038;0.5717899999999999;0.719;0.745;0.15933;0.42672000000000004;0.198;0.71938;0.47875999999999996;0.727;0.08070000000000001;0.16165000000000002;0.233;0.079;0.09353;0.45987;0.68;0.241;0.74036;0.6260800000000001;0.656;0.65374;0.61314;0.639
3543;0.47;0.57838;0.37425;0.4;0.524;0.60589;0.46701;0.581;0.62;0.33736;0.34632;0.189;0.63877;0.47670999999999997;0.646;0.10109;0.08377;0.168;0.077;0.61666;0.50341;0.595;0.467;0.6365299999999999;0.5249199999999999;0.542;0.54164;0.52975;0.504
3544;0.378;0.43901;0.26919;0.299;0.446;0.44017;0.34175;0.41;0.456;0.4019;0.1913;0.198;0.5618099999999999;0.44227;0.528;0.07673999999999999;0.05518;0.102;0.059;0.51423;0.32966;0.453;0.49;0.4819;0.34885000000000005;0.403;0.38744999999999996;0.38239;0.389
3545;0.262;0.23817;0.14722;0.176;0.262;0.23541;0.15786;0.212;0.253;0.08365;0.16279;0.185;0.4105;0.29899000000000003;0.357;0.05093;0.039920000000000004;0.055;0.041;0.25191;0.18827000000000002;0.284;0.267;0.29518;0.18325;0.257;0.24752000000000002;0.1963;0.263
3546;0.139;0.060289999999999996;0.02541;0.063;0.088;0.055670000000000004;0.02529;0.046;0.087;0.00862;0.10507999999999999;0.087;0.2211;0.11212000000000001;0.182;0.02699;0.02069;0.029;0.022;0.12657;0.07426;0.117;0.125;0.12368000000000001;0.04961;0.122;0.10695;0.0581;0.11
3547;0.036;0.00999;0.00165;0.005;0.019;0.01076;0.00182;0.005;0.018;0.00039;0.00584;0.014;0.03959;0.00868;0.031;0.015880000000000002;8,00E-05;0.009;0.011;0.05219;0.026199999999999998;0.047;0.052;0.05152;0.02035;0.049;0.0487;0.023239999999999997;0.045
3548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00067;0.0;0.0;0.001;0.0036;0.00067;0.002;0.003;0.00023999999999999998;0.0;0.002;0.0023799999999999997;0.00069;0.002
3549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3550;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3557;0.0;0.00111;0.02963;0.031;0.009;0.01334;0.022789999999999998;0.029;0.014;0.00164;0.01367;0.02;0.00031;0.00996;0.019;0.00207;0.0;0.006;0.002;0.0007099999999999999;0.024210000000000002;0.011;0.0;0.01109;0.01728;0.031;0.00107;0.00633;0.009
3558;0.02;0.07786;0.11397;0.132;0.092;0.06492;0.10615000000000001;0.153;0.119;0.03541;0.04269;0.052;0.047619999999999996;0.039200000000000006;0.048;0.01565;0.0;0.034;0.019;0.06734;0.08027;0.042;0.055;0.07698999999999999;0.10451;0.142;0.01307;0.038380000000000004;0.057
3559;0.148;0.20337;0.28297000000000005;0.289;0.271;0.25325;0.30604000000000003;0.354;0.308;0.08267000000000001;0.13012;0.184;0.0864;0.1139;0.182;0.04313;0.02115;0.082;0.046;0.14458000000000001;0.12272;0.08;0.142;0.20323;0.29158;0.303;0.15803;0.1725;0.144
3560;0.337;0.41414999999999996;0.4505;0.45;0.448;0.44466;0.48299000000000003;0.538;0.489;0.27896;0.33249;0.321;0.26748;0.28636;0.361;0.05688;0.0259;0.152;0.053;0.27214;0.17773;0.142;0.26;0.37987;0.47495;0.463;0.35327;0.27201;0.192
3561;0.513;0.5977;0.5916699999999999;0.588;0.58;0.6038;0.6264700000000001;0.682;0.644;0.46287;0.50681;0.469;0.44259;0.4289;0.526;0.09045;0.04732;0.231;0.084;0.37522000000000005;0.29356;0.246;0.356;0.58757;0.6182799999999999;0.597;0.49926;0.48912;0.303
3562;0.642;0.60053;0.7158300000000001;0.666;0.661;0.7175900000000001;0.7245199999999999;0.784;0.753;0.60721;0.6302300000000001;0.596;0.5846399999999999;0.51461;0.652;0.13713;0.09434999999999999;0.297;0.113;0.48249000000000003;0.39606;0.448;0.453;0.7082200000000001;0.68651;0.701;0.54173;0.60368;0.579
3563;0.719;0.66096;0.7035800000000001;0.687;0.701;0.77928;0.76752;0.832;0.818;0.6990700000000001;0.70647;0.707;0.67027;0.5573899999999999;0.741;0.10923000000000001;0.08001000000000001;0.295;0.103;0.65589;0.51436;0.597;0.547;0.63619;0.7393500000000001;0.769;0.72345;0.6740499999999999;0.713
3564;0.764;0.70451;0.6226799999999999;0.563;0.682;0.79712;0.7201000000000001;0.836;0.84;0.7437699999999999;0.73136;0.751;0.71185;0.57972;0.78;0.11556;0.06904;0.272;0.116;0.7975;0.49551;0.639;0.549;0.64547;0.66435;0.78;0.79169;0.67689;0.681
3565;0.767;0.70186;0.60033;0.491;0.669;0.7699900000000001;0.67344;0.795;0.816;0.7664500000000001;0.74293;0.727;0.62613;0.5881000000000001;0.771;0.11295000000000001;0.10886;0.267;0.107;0.1514;0.44451;0.573;0.233;0.42833;0.68636;0.728;0.7383500000000001;0.56153;0.678
3566;0.722;0.6489;0.46568;0.423;0.676;0.70953;0.5897899999999999;0.711;0.732;0.61683;0.71211;0.651;0.67734;0.60845;0.705;0.11387;0.09784000000000001;0.279;0.088;0.07276;0.23743;0.544;0.085;0.5052099999999999;0.48202;0.639;0.71114;0.31518;0.605
3567;0.64;0.42767;0.46723000000000003;0.33;0.501;0.5946;0.50445;0.582;0.61;0.39966;0.63005;0.538;0.63444;0.54176;0.59;0.09140999999999999;0.0878;0.292;0.108;0.08851;0.18891999999999998;0.451;0.077;0.54845;0.47466;0.503;0.60551;0.29852999999999996;0.48
3568;0.498;0.15455000000000002;0.27094999999999997;0.217;0.281;0.44183999999999996;0.34775;0.411;0.449;0.06584000000000001;0.47752999999999995;0.415;0.54638;0.29131;0.459;0.10116;0.10895999999999999;0.268;0.113;0.08334;0.14358;0.317;0.082;0.41508;0.30454000000000003;0.345;0.44827;0.22674;0.31
3569;0.346;0.15829;0.11485;0.139;0.182;0.23402;0.15203;0.216;0.252;0.074;0.33089999999999997;0.27;0.39283999999999997;0.25537;0.316;0.045630000000000004;0.06595000000000001;0.209;0.07;0.05317;0.089;0.209;0.052;0.19122999999999998;0.1658;0.19;0.27148;0.14440999999999998;0.226
3570;0.17;0.007940000000000001;0.02622;0.055;0.029;0.055670000000000004;0.024399999999999998;0.046;0.088;0.07684999999999999;0.15587;0.131;0.221;0.13541;0.157;0.054990000000000004;0.049;0.126;0.074;0.09531999999999999;0.0208;0.086;0.04;0.12318000000000001;0.05168;0.103;0.11376;0.07795;0.119
3571;0.04;0.0039700000000000004;0.00117;0.004;0.013;0.0112;0.0020099999999999996;0.005;0.021;0.033979999999999996;0.01142;0.024;0.041159999999999995;0.01091;0.027;0.04381;0.01351;0.055;0.041;0.030940000000000002;0.006030000000000001;0.015;0.016;0.048409999999999995;0.02377;0.039;0.03696;0.0263;0.043
3572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.001;0.00421;0.0;0.0;0.0;0.0;0.00037;0.001;0.0;0.00046;0.001
3573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3580;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3581;0.0;0.01314;0.023620000000000002;0.039;0.014;0.01462;0.023039999999999998;0.035;0.014;0.0011899999999999999;0.01345;0.018;0.0;0.00013000000000000002;0.007;0.01261;0.0175;0.031;0.015;0.01277;0.01804;0.033;0.012;0.010320000000000001;0.02116;0.03;0.00404;0.01491;0.021
3582;0.019;0.06417;0.08373;0.143;0.117;0.06761;0.10593000000000001;0.15;0.12;0.03779;0.05464;0.038;0.00766;0.00828;0.046;0.07165;0.07964;0.143;0.125;0.07216;0.09345999999999999;0.148;0.131;0.07733;0.1051;0.098;0.07554000000000001;0.07295;0.145
3583;0.127;0.17834999999999998;0.23358;0.262;0.254;0.25383;0.30065;0.344;0.304;0.08177;0.1301;0.185;0.062329999999999997;0.02795;0.125;0.26583999999999997;0.1994;0.31;0.31;0.27695;0.286;0.297;0.267;0.18936;0.22472;0.229;0.12815000000000001;0.21499000000000001;0.309
3584;0.248;0.41229000000000005;0.45373;0.308;0.417;0.44866;0.48601;0.525;0.487;0.27677999999999997;0.32603;0.376;0.15172999999999998;0.02891;0.237;0.48178;0.3702;0.489;0.49;0.05276;0.46497000000000005;0.411;0.206;0.06784;0.37185;0.356;0.11536;0.34267000000000003;0.389
3585;0.376;0.4502;0.52524;0.293;0.359;0.6125499999999999;0.6282000000000001;0.666;0.64;0.46325;0.49436;0.545;0.08658;0.06875;0.38;0.63428;0.40876999999999997;0.639;0.61;0.09742;0.61614;0.482;0.411;0.07417;0.49261;0.414;0.5039399999999999;0.43195;0.478
3586;0.512;0.37078;0.57436;0.25;0.55;0.71702;0.7031799999999999;0.756;0.748;0.60951;0.62066;0.677;0.14147;0.04621;0.536;0.7482000000000001;0.47474;0.78;0.677;0.49557999999999996;0.5987;0.487;0.538;0.21241;0.47919;0.364;0.2046;0.50445;0.67
3587;0.612;0.69436;0.5283;0.207;0.704;0.7770199999999999;0.74191;0.8;0.805;0.70057;0.707;0.765;0.32283;0.06838;0.584;0.64999;0.42923;0.846;0.61;0.11368;0.61215;0.544;0.321;0.09204000000000001;0.44449;0.28;0.30451999999999996;0.54848;0.766
3588;0.645;0.6855800000000001;0.5674600000000001;0.198;0.754;0.79574;0.76623;0.787;0.816;0.7640399999999999;0.7537999999999999;0.81;0.53283;0.26949;0.595;0.48494;0.42815;0.857;0.475;0.43065;0.62922;0.565;0.393;0.18371;0.57051;0.263;0.5133300000000001;0.5397799999999999;0.788
3589;0.619;0.60475;0.44235;0.184;0.761;0.7702100000000001;0.57875;0.716;0.775;0.78323;0.74872;0.813;0.4625;0.45118;0.616;0.52209;0.43771;0.817;0.479;0.8629;0.6134400000000001;0.521;0.687;0.1432;0.46869;0.331;0.59678;0.62766;0.723
3590;0.554;0.5414500000000001;0.38925;0.169;0.609;0.67413;0.43871;0.601;0.617;0.7644500000000001;0.6665;0.776;0.36865;0.47232999999999997;0.611;0.579;0.37818;0.733;0.545;0.66269;0.61888;0.507;0.65;0.16494;0.10773;0.336;0.65378;0.56611;0.542
3591;0.465;0.56526;0.32403;0.14;0.489;0.59073;0.29971;0.468;0.394;0.6934;0.60685;0.695;0.66535;0.48131999999999997;0.541;0.45986;0.28897;0.622;0.462;0.57367;0.47617000000000004;0.537;0.561;0.09541;0.13325;0.278;0.47282;0.53655;0.347
3592;0.314;0.06384000000000001;0.22854;0.106;0.193;0.34566;0.26115;0.315;0.312;0.58463;0.4702;0.57;0.48258999999999996;0.31563;0.455;0.38016;0.21004;0.465;0.383;0.461;0.35706;0.452;0.448;0.07671;0.10675;0.204;0.29314;0.34854;0.31
3593;0.214;0.04207;0.08667;0.069;0.05;0.22063999999999998;0.13066;0.168;0.232;0.42893000000000003;0.34325;0.404;0.34808;0.17792;0.301;0.23782;0.12339;0.279;0.243;0.29422000000000004;0.21735;0.281;0.294;0.16081;0.09273999999999999;0.132;0.23223;0.21223;0.228
3594;0.135;0.07133;0.03464;0.03;0.064;0.061380000000000004;0.02615;0.061;0.091;0.24076;0.14778;0.209;0.2251;0.0699;0.156;0.13008;0.08091;0.11;0.142;0.12965000000000002;0.061770000000000005;0.121;0.157;0.03755;0.02409;0.058;0.12015;0.054869999999999995;0.122
3595;0.041;0.01058;0.00268;0.002;0.021;0.009869999999999999;0.0016899999999999999;0.005;0.011;0.05069;0.01196;0.036;0.04215;0.01024;0.029;0.054009999999999996;0.02817;0.043;0.067;0.05311;0.02603;0.049;0.061;0.05375;0.016370000000000003;0.019;0.039009999999999996;0.0212;0.047
3596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00302;0.0008;0.003;0.004;0.0059299999999999995;0.00041;0.003;0.007;0.0;0.0;0.0;0.0;0.0;0.002
3597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3605;0.0;0.01298;0.019489999999999997;0.023;0.01;0.011710000000000002;0.0223;0.035;0.018;0.0;0.012539999999999999;0.02;0.00113;0.008289999999999999;0.023;0.01059;0.0162;0.03;0.014;0.009210000000000001;0.0195;0.032;0.007;0.00767;0.00958;0.009;0.0;0.0177;0.031
3606;0.018;0.01174;0.07651000000000001;0.112;0.031;0.07375;0.10226;0.147;0.119;0.05268;0.04086;0.049;0.054020000000000006;0.05019;0.062;0.07672;0.07875;0.158;0.118;0.00523;0.06681000000000001;0.075;0.016;0.0076100000000000004;0.04597;0.041;0.07598999999999999;0.09884;0.146
3607;0.113;0.053939999999999995;0.11743;0.251;0.08;0.24742;0.27012;0.335;0.298;0.09573000000000001;0.10989;0.183;0.08548;0.12262;0.192;0.26081;0.26343;0.352;0.302;0.021670000000000002;0.09412000000000001;0.09;0.028;0.12553;0.04288;0.092;0.25861;0.2481;0.317
3608;0.251;0.22675;0.1469;0.426;0.18;0.43905;0.46752999999999995;0.512;0.478;0.27054;0.25227;0.364;0.27394;0.23493;0.365;0.45897000000000004;0.4283;0.527;0.484;0.08940000000000001;0.13290000000000002;0.171;0.11;0.13994;0.08953;0.182;0.463;0.44916;0.492
3609;0.385;0.26218;0.17817;0.604;0.269;0.59845;0.61756;0.652;0.631;0.44769;0.38362999999999997;0.523;0.45876999999999996;0.33951;0.525;0.62306;0.5846399999999999;0.681;0.642;0.18938;0.27899;0.237;0.181;0.04368;0.08166;0.379;0.56784;0.42069999999999996;0.634
3610;0.467;0.55243;0.21741;0.748;0.576;0.70568;0.69324;0.743;0.74;0.58562;0.52998;0.652;0.60037;0.45983999999999997;0.635;0.73754;0.6339600000000001;0.782;0.763;0.49465;0.26255;0.348;0.311;0.06813;0.08181999999999999;0.528;0.51104;0.57174;0.672
3611;0.526;0.5991799999999999;0.50098;0.832;0.604;0.75676;0.63407;0.785;0.803;0.49879;0.56587;0.741;0.6912699999999999;0.59299;0.697;0.76512;0.73454;0.839;0.806;0.21737;0.41619;0.433;0.198;0.13865;0.109;0.576;0.5562999999999999;0.57385;0.735
3612;0.559;0.6664500000000001;0.51587;0.845;0.69;0.77325;0.59201;0.781;0.822;0.56592;0.56392;0.787;0.75286;0.65808;0.715;0.74873;0.75262;0.849;0.798;0.12075;0.42122000000000004;0.416;0.115;0.17522;0.09541;0.385;0.14223;0.65238;0.736
3613;0.564;0.7430800000000001;0.6898099999999999;0.806;0.791;0.66439;0.554;0.722;0.77;0.59758;0.6807000000000001;0.794;0.7145199999999999;0.60235;0.636;0.75881;0.61049;0.818;0.773;0.08729;0.06514;0.322;0.099;0.20768;0.14699;0.301;0.05221;0.48237;0.715
3614;0.541;0.73799;0.66126;0.728;0.74;0.6307200000000001;0.54449;0.642;0.712;0.75059;0.6406900000000001;0.754;0.68883;0.51689;0.518;0.71488;0.50376;0.743;0.688;0.1387;0.03693;0.266;0.09;0.1938;0.18643;0.227;0.39225;0.43577999999999995;0.65
3615;0.469;0.62236;0.54643;0.602;0.62;0.56948;0.44281;0.517;0.593;0.6767799999999999;0.5393300000000001;0.671;0.67641;0.50247;0.353;0.49239;0.4587;0.59;0.492;0.11414;0.03385;0.23;0.105;0.18766;0.22569999999999998;0.16;0.25257;0.25827;0.548
3616;0.38;0.45113;0.37692000000000003;0.431;0.459;0.36014999999999997;0.25001;0.362;0.391;0.5681900000000001;0.49183;0.54;0.56614;0.38523;0.238;0.34855;0.29076;0.375;0.353;0.09834999999999999;0.03694;0.193;0.094;0.0332;0.09193000000000001;0.106;0.4578;0.18181999999999998;0.382
3617;0.266;0.24353;0.16412000000000002;0.228;0.27;0.23291;0.13751;0.198;0.219;0.40878;0.31427;0.37;0.27056;0.20074;0.136;0.21686000000000002;0.16079;0.219;0.259;0.06512000000000001;0.01735;0.168;0.049;0.022350000000000002;0.07456;0.064;0.28956;0.15991999999999998;0.252
3618;0.155;0.05823;0.02578;0.05;0.09;0.06055;0.02755;0.061;0.09;0.22763999999999998;0.14366;0.191;0.08953;0.05068;0.053;0.11602;0.08817;0.111;0.136;0.08813;0.00607;0.081;0.065;0.01644;0.04168;0.034;0.1166;0.056670000000000005;0.112
